Scanner Trigger at times:	0	3000	6000	9000	12000	15000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 40	0.22	0.42	1	1	130	68	3000	8000	1000	2000	2000	0	0	0	10017	11881	11900	12917	Not shocked this trial	No picture this trial	14931	blah_de_blah_de_blah	1	1847	bet_left	Nothing yet	0	0	0	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	15002	29931	25017	25034	26881	26900	27918	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
90	0.84	0.32	1	1	18	47	3000	8000	1000	2000	2000	0	0	0	5	1166	1185	2203	Not shocked this trial	No picture this trial	4216	blah_de_blah_de_blah	2	1148	bet_right	Nothing yet	0	1	0	5	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	36164	31953	31966	33114	33133	34151	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	31948
90	0.92	0.64	1	0.2	80	97	3000	8000	1000	2000	2000	0	0	0	5	2000	2018	3036	Not shocked this trial	No picture this trial	5049	blah_de_blah_de_blah	3	1982	bet_right	Nothing yet	0	1	0	1	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	43230	38186	38199	40181	40199	41217	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	38181
40	0.36	0.92	1	0.06	98	90	3000	8000	1000	2000	2000	0	0	0	5	1000	1018	2037	Not shocked this trial	No picture this trial	4050	blah_de_blah_de_blah	4	981	bet_left	Nothing yet	1	0	0	5	0	0	0	0	4	0	Not fifth trial	blah	3333333	Not_first_trial	49297	45253	45266	46247	46265	47284	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	45247
40	0.32	0.9	0.8	1	85	70	3000	8000	1000	2000	2000	2000	2000	4000	5	1199	1218	2236	8282	6268	12299	8283	5	1181	bet_left	Nothing yet	1	0	0	3	0	0	0	0	5	0	0	blah	3333333	Not_first_trial	63613	51319	51332	52513	52532	53550	55563	57582	59596	59597	51314
90	0.84	0.88	1	1	74	60	3000	8000	1000	2000	2000	0	0	0	6	2200	2219	3237	Not shocked this trial	No picture this trial	5250	blah_de_blah_de_blah	6	2181	bet_right	Nothing yet	1	1	0	5	60	0	1	0	0	60	Not fifth trial	blah	3333333	Not_first_trial	70879	65635	65648	67829	67848	68866	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	65629
40	0.22	0.68	0.2	1	11	8	3000	8000	1000	2000	2000	0	0	0	4	966	985	2003	Not shocked this trial	No picture this trial	4016	blah_de_blah_de_blah	7	948	bet_left	Nothing yet	1	0	0	2	0	0	1	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	76912	72900	72914	73862	73881	74899	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	72896
90	0.64	0.38	1	0.2	60	81	3000	8000	1000	2000	2000	0	0	0	5	1266	1285	2303	Not shocked this trial	No picture this trial	4316	blah_de_blah_de_blah	8	1248	bet_right	Nothing yet	0	1	0	3	0	0	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	83245	78934	78947	80195	80214	81232	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	78929
40	0.56	0.88	1	1	114	78	3000	8000	1000	2000	2000	0	0	0	5	1032	1051	2069	Not shocked this trial	No picture this trial	4082	blah_de_blah_de_blah	9	1014	bet_left	Nothing yet	1	0	0	5	0	0	1	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	89344	85267	85280	86294	86313	87331	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	85262
40	0.64	0.92	0.1	1	98	80	3000	8000	1000	2000	2000	2000	2000	4000	5	1200	1218	2237	8283	6269	12332	8320	10	1182	bet_left	Nothing yet	1	0	3	1	0	0	1	0	4	0	60	blah	3333333	Not_first_trial	103693	91366	91379	92561	92579	93598	95611	97630	99644	99681	91361
90	0.32	0.36	1	1	29	48	3000	8000	1000	2000	2000	0	0	0	5	1032	1051	2069	Not shocked this trial	No picture this trial	4082	blah_de_blah_de_blah	11	1014	bet_right	Nothing yet	0	0	3	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	109793	105716	105729	106743	106762	107780	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	105711
