Scanner Trigger at times:	0	3000	6000	9000	12000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 40	0.56	0.68	1	1	9	22	3000	8000	1000	2000	2000	0	0	0	10017	12348	12366	13384	Not shocked this trial	No picture this trial	15397	blah_de_blah_de_blah	1	2315	bet_left	Nothing yet	0	1	0	2	9	1	0	0	0	9	Not fifth trial	blah	3333333	15002	30398	25017	25033	27348	27366	28384	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
90	0.88	0.16	1	0.02	60	94	3000	8000	1000	2000	2000	0	0	0	6	1366	1385	2404	Not shocked this trial	No picture this trial	4416	blah_de_blah_de_blah	2	1347	bet_right	Nothing yet	0	1	0	4	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	36830	32420	32433	33780	33799	34818	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	32414
40	0.36	0.28	0.06	1	100	84	3000	8000	1000	2000	2000	0	0	0	5	2000	2018	3036	Not shocked this trial	No picture this trial	5050	blah_de_blah_de_blah	3	1981	bet_left	Nothing yet	0	1	0	1	100	1	1	0	1	100	Not fifth trial	blah	3333333	Not_first_trial	43897	38852	38866	40847	40865	41884	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	38847
90	0.6	0.34	1	0.4	54	74	3000	8000	1000	2000	2000	0	0	0	5	1333	1352	2370	Not shocked this trial	No picture this trial	4383	blah_de_blah_de_blah	4	1314	bet_right	Nothing yet	0	0	0	1	0	1	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	50296	45918	45932	47246	47265	48283	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	45913
90	0.76	0.56	1	1	77	118	3000	8000	1000	2000	2000	2000	2000	4000	5	1633	1651	2670	8716	6702	12782	8777	5	1615	bet_right	Nothing yet	1	1	5	5	118	1	1	1	2	118	118	blah	3333333	Not_first_trial	65095	52318	52331	53946	53964	54983	56996	59015	61029	61090	52313
40	0.64	0.52	1	0.4	94	100	3000	8000	1000	2000	2000	0	0	0	5	2033	2051	3070	Not shocked this trial	No picture this trial	5082	blah_de_blah_de_blah	6	2015	bet_left	Nothing yet	1	1	5	3	94	0	1	0	0	94	Not fifth trial	blah	3333333	Not_first_trial	72194	67117	67130	69145	69163	70182	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	67112
90	0.62	0.48	0.02	1	13	9	3000	8000	1000	2000	2000	0	0	0	5	2033	2052	3070	Not shocked this trial	No picture this trial	5083	blah_de_blah_de_blah	7	2014	bet_right	Nothing yet	0	1	5	2	0	0	1	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	79294	74216	74230	76244	76263	77281	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	74211
40	0.75	0.8	1	0.8	70	80	3000	8000	1000	2000	2000	0	0	0	5	1833	1851	2869	Not shocked this trial	No picture this trial	4882	blah_de_blah_de_blah	8	1815	bet_left	Nothing yet	1	1	5	1	70	0	2	0	1	70	Not fifth trial	blah	3333333	Not_first_trial	86193	81316	81329	83144	83162	84181	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	81311
40	0.72	0.06	1	1	12	134	3000	8000	1000	2000	2000	0	0	0	5	1400	1419	2437	Not shocked this trial	No picture this trial	4450	blah_de_blah_de_blah	9	1381	bet_left	Nothing yet	0	1	5	2	12	1	2	0	1	12	Not fifth trial	blah	3333333	Not_first_trial	92660	88215	88229	89610	89629	90647	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	88210
90	0.92	0.76	1	0.4	74	78	3000	8000	1000	2000	2000	2000	2000	4000	6	2200	2219	3237	9283	7270	13332	9320	10	2181	bet_right	Nothing yet	1	0	3	5	78	1	3	0	1	78	78	blah	3333333	Not_first_trial	108009	94682	94695	96876	96895	97913	99926	101946	103959	103996	94676
