Scanner Trigger at times:	0	3000	6000	9000	12000	15000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.28	0.36	1	0.02	100	74	3000	8000	1000	2000	2000	0	0	0	10016	14781	14799	15816	Not shocked this trial	No picture this trial	17831	blah_de_blah_de_blah	1	4750	bet_right	Nothing yet	0	0	0	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	15001	32831	25016	25032	29782	29799	30816	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
40	0.28	0.4	1	1	11	16	3000	8000	1000	2000	2000	0	0	0	2	2033	2051	3068	Not shocked this trial	No picture this trial	5083	blah_de_blah_de_blah	2	2016	bet_left	Nothing yet	0	0	0	1	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	39931	34850	34865	36881	36899	37916	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	34848
90	0.48	0.4	1	1	63	13	3000	8000	1000	2000	2000	0	0	0	3	1933	1950	2968	Not shocked this trial	No picture this trial	4983	blah_de_blah_de_blah	3	1916	bet_right	Nothing yet	0	1	0	3	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	46931	41951	41965	43881	43898	44916	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	41948
90	0.96	0.48	1	1	31	31	3000	8000	1000	2000	2000	0	0	0	3	1600	1618	2635	Not shocked this trial	No picture this trial	4650	blah_de_blah_de_blah	4	1582	bet_right	Nothing yet	0	1	0	3	0	0	0	0	4	0	Not fifth trial	blah	3333333	Not_first_trial	53597	48950	48965	50547	50565	51582	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	48947
90	0.96	0.78	1	1	11	2	3000	8000	1000	2000	2000	2000	2000	4000	2	1900	1917	2935	8983	6968	12999	8983	5	1883	bet_right	Nothing yet	1	1	0	3	2	1	0	0	4	2	0	blah	3333333	Not_first_trial	68613	55616	55631	57514	57531	58549	60563	62582	64597	64597	55614
40	0.24	0.72	1	0.2	40	7	3000	8000	1000	2000	2000	0	0	0	2	3566	3583	4601	Not shocked this trial	No picture this trial	6616	blah_de_blah_de_blah	6	3549	bet_left	Nothing yet	1	0	0	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	77246	70632	70647	74196	74213	75231	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	70630
40	0.86	0.92	1	1	29	25	3000	8000	1000	2000	2000	0	0	0	2	3699	3717	4734	Not shocked this trial	No picture this trial	6749	blah_de_blah_de_blah	7	3682	bet_left	Nothing yet	1	1	0	3	29	1	0	0	1	29	Not fifth trial	blah	3333333	Not_first_trial	86012	79265	79280	82962	82980	83997	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	79263
90	0.88	0.48	1	1	54	132	3000	8000	1000	2000	2000	0	0	0	2	3133	3150	4168	Not shocked this trial	No picture this trial	6183	blah_de_blah_de_blah	8	3116	bet_right	Nothing yet	0	1	0	3	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	94212	88031	88046	91162	91179	92197	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	88029
90	0.62	0.48	0.8	1	13	9	3000	8000	1000	2000	2000	0	0	0	1	2566	2583	3601	Not shocked this trial	No picture this trial	5616	blah_de_blah_de_blah	9	2549	bet_right	Nothing yet	0	1	0	3	0	1	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	101845	96230	96246	98795	98812	99830	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	96229
90	0.36	0.66	1	0.02	45	21	3000	8000	1000	2000	2000	2000	2000	4000	2	1833	1850	2867	8916	6900	12932	8916	10	1816	bet_right	Nothing yet	1	1	0	3	21	2	0	0	3	21	0	blah	3333333	Not_first_trial	116794	103864	103879	105695	105712	106730	108745	110762	112778	112778	103862
40	0.3	0.5	1	0.8	39	42	3000	8000	1000	2000	2000	0	0	0	3	2400	2417	3434	Not shocked this trial	No picture this trial	5449	blah_de_blah_de_blah	11	2383	bet_left	Nothing yet	1	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	124260	118814	118828	121211	121228	122245	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	118811
90	0.74	0.38	1	1	28	40	3000	8000	1000	2000	2000	0	0	0	3	2100	2117	3135	Not shocked this trial	No picture this trial	5150	blah_de_blah_de_blah	12	2083	bet_right	Nothing yet	0	1	0	3	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	131427	126280	126294	128377	128394	129412	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	126277
40	0.04	0.48	1	1	125	63	3000	8000	1000	2000	2000	0	0	0	2	2034	2051	3069	Not shocked this trial	No picture this trial	5083	blah_de_blah_de_blah	13	2016	bet_left	Nothing yet	0	0	0	1	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	138526	133445	133461	135477	135494	136512	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	133443
90	0.8	0.68	1	1	19	48	3000	8000	1000	2000	2000	0	0	0	2	2800	2817	3835	Not shocked this trial	No picture this trial	5850	blah_de_blah_de_blah	14	2783	bet_right	Nothing yet	1	0	0	5	48	1	0	0	3	48	Not fifth trial	blah	3333333	Not_first_trial	146393	140545	140560	143343	143360	144378	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	140543
90	0.82	0.32	1	1	37	115	3000	8000	1000	2000	2000	2000	2000	4000	3	1934	1951	2968	9017	7001	13033	9017	15	1916	bet_right	Nothing yet	0	1	0	1	0	1	0	0	4	0	0	blah	3333333	Not_first_trial	161442	148412	148427	150343	150360	151377	153392	155410	157426	157426	148409
90	0.42	0.26	0.4	1	33	60	3000	8000	1000	2000	2000	0	0	0	2	1433	1450	2468	Not shocked this trial	No picture this trial	4483	blah_de_blah_de_blah	16	1416	bet_right	Nothing yet	1	0	0	5	60	0	1	0	0	60	Not fifth trial	blah	3333333	Not_first_trial	167942	163461	163476	164892	164909	165927	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	163459
40	0.48	0.62	1	0.2	9	13	3000	8000	1000	2000	2000	0	0	0	2	1834	1851	2868	Not shocked this trial	No picture this trial	4883	blah_de_blah_de_blah	17	1816	bet_left	Nothing yet	1	1	0	2	9	1	1	0	0	9	Not fifth trial	blah	3333333	Not_first_trial	174841	169960	169976	171792	171809	172826	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	169958
