Scanner Trigger at times:	0	3000	6000	9000	12000	15000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.28	0.36	1	0.02	100	74	3000	8000	1000	2000	2000	0	0	0	10016	13048	13066	14084	Not shocked this trial	No picture this trial	16097	blah_de_blah_de_blah	1	3015	bet_right	Nothing yet	0	1	0	1	0	0	0	0	1	0	Not fifth trial	blah	3333333	15004	31097	25016	25033	28048	28066	29084	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
40	0.28	0.4	1	1	11	16	3000	8000	1000	2000	2000	0	0	0	6	2400	2418	3437	Not shocked this trial	No picture this trial	5450	blah_de_blah_de_blah	2	2381	bet_left	Nothing yet	0	0	0	1	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	38564	33120	33133	35514	35532	36551	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	33114
90	0.48	0.4	1	1	63	13	3000	8000	1000	2000	2000	0	0	0	7	1400	1419	2437	Not shocked this trial	No picture this trial	4450	blah_de_blah_de_blah	3	1381	bet_right	Nothing yet	0	0	0	5	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	45030	40587	40599	41980	41999	43017	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	40580
90	0.96	0.48	1	1	31	31	3000	8000	1000	2000	2000	0	0	0	5	1699	1718	2737	Not shocked this trial	No picture this trial	4749	blah_de_blah_de_blah	4	1681	bet_right	Nothing yet	1	1	0	3	31	1	0	0	3	31	Not fifth trial	blah	3333333	Not_first_trial	51796	47052	47065	48746	48765	49784	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	47047
90	0.96	0.78	1	1	11	2	3000	8000	1000	2000	2000	2000	2000	4000	4	1066	1085	2103	8149	6138	12165	8150	5	1048	bet_right	Nothing yet	1	1	0	2	2	2	0	0	3	2	0	blah	3333333	Not_first_trial	65978	53817	53831	54879	54898	55916	57929	59951	61962	61963	53813
40	0.24	0.72	1	0.2	40	7	3000	8000	1000	2000	2000	0	0	0	5	1533	1551	2570	Not shocked this trial	No picture this trial	4583	blah_de_blah_de_blah	6	1515	bet_left	Nothing yet	1	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	72578	68000	68013	69528	69547	70565	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	67995
40	0.86	0.92	1	1	29	25	3000	8000	1000	2000	2000	0	0	0	6	3566	3584	4602	Not shocked this trial	No picture this trial	6615	blah_de_blah_de_blah	7	3548	bet_left	Nothing yet	1	1	0	1	29	1	0	0	1	29	Not fifth trial	blah	3333333	Not_first_trial	81210	74601	74613	78161	78179	79198	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	74595
90	0.88	0.48	1	1	54	132	3000	8000	1000	2000	2000	0	0	0	5	1033	1052	2070	Not shocked this trial	No picture this trial	4083	blah_de_blah_de_blah	8	1014	bet_right	Nothing yet	0	1	0	2	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	87310	83232	83246	84260	84279	85297	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	83227
90	0.62	0.48	0.8	1	13	9	3000	8000	1000	2000	2000	0	0	0	5	1266	1285	2303	Not shocked this trial	No picture this trial	4316	blah_de_blah_de_blah	9	1248	bet_right	Nothing yet	0	1	0	1	0	1	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	93643	89332	89345	90593	90612	91630	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	89327
90	0.36	0.66	1	0.02	45	21	3000	8000	1000	2000	2000	2000	2000	4000	5	1866	1884	2903	8949	6935	12965	8950	10	1848	bet_right	Nothing yet	0	1	0	1	0	1	0	0	4	0	0	blah	3333333	Not_first_trial	108625	95665	95678	97526	97544	98563	100576	102595	104609	104610	95660
40	0.3	0.5	1	0.8	39	42	3000	8000	1000	2000	2000	0	0	0	6	1700	1718	2736	Not shocked this trial	No picture this trial	4749	blah_de_blah_de_blah	11	1682	bet_left	Nothing yet	1	0	0	1	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	115391	110648	110660	112342	112360	113378	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	110642
90	0.74	0.38	1	1	28	40	3000	8000	1000	2000	2000	0	0	0	7	1066	1085	2103	Not shocked this trial	No picture this trial	4116	blah_de_blah_de_blah	12	1047	bet_right	Nothing yet	0	1	0	2	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	121524	117415	117427	118474	118493	119512	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	117408
40	0.04	0.48	1	1	125	63	3000	8000	1000	2000	2000	0	0	0	5	1633	1652	2670	Not shocked this trial	No picture this trial	4683	blah_de_blah_de_blah	13	1615	bet_left	Nothing yet	1	0	0	3	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	128224	123546	123559	125174	125193	126211	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	123541
90	0.8	0.68	1	1	19	48	3000	8000	1000	2000	2000	0	0	0	5	1532	1551	2569	Not shocked this trial	No picture this trial	4582	blah_de_blah_de_blah	14	1514	bet_right	Nothing yet	0	1	0	3	0	0	0	0	4	0	Not fifth trial	blah	3333333	Not_first_trial	134823	130246	130259	131773	131792	132810	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	130241
90	0.82	0.32	1	1	37	115	3000	8000	1000	2000	2000	2000	2000	4000	5	1283	1302	2320	8366	6352	12382	8367	15	1265	bet_right	Nothing yet	0	1	0	1	0	0	0	0	5	0	0	blah	3333333	Not_first_trial	149222	136845	136858	138123	138142	139160	141173	143192	145206	145207	136840
40	0.42	0.26	0.4	1	33	60	3000	8000	1000	2000	2000	0	0	0	5	2366	2385	3403	Not shocked this trial	No picture this trial	5416	blah_de_blah_de_blah	16	2348	bet_left	Nothing yet	0	0	0	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	156655	151244	151257	153605	153624	154642	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	151239
90	0.48	0.62	1	0.2	9	13	3000	8000	1000	2000	2000	0	0	0	5	1399	1418	2436	Not shocked this trial	No picture this trial	4449	blah_de_blah_de_blah	17	1381	bet_right	Nothing yet	1	0	0	4	13	1	0	0	1	13	Not fifth trial	blah	3333333	Not_first_trial	163121	158677	158690	160071	160090	161108	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	158672
40	0.86	0.42	0.2	1	20	44	3000	8000	1000	2000	2000	0	0	0	5	2133	2151	3170	Not shocked this trial	No picture this trial	5183	blah_de_blah_de_blah	18	2115	bet_left	Nothing yet	0	1	0	5	20	2	0	0	1	20	Not fifth trial	blah	3333333	Not_first_trial	170321	165143	165156	167271	167289	168308	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	165138
