id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
164554,vp06,999,2017-09-22 00:22:52,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,1,NaN,NaN
164555,vp06,999,2017-09-22 00:23:06,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,1,NaN,NaN
164557,vp06,999,2017-09-22 00:23:35,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,6,NaN,NaN
164558,vp06,999,2017-09-22 00:23:38,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,5,NaN,NaN
164559,vp06,999,2017-09-22 00:23:38,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,4,NaN,NaN
164560,vp06,999,2017-09-22 00:23:38,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,3,NaN,NaN
164561,vp06,999,2017-09-22 00:23:39,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,2,NaN,NaN
164562,vp06,999,2017-09-22 00:23:39,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,1,NaN,NaN
164563,vp06,999,2017-09-22 00:28:26,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,36,NaN,NaN
164564,vp06,999,2017-09-22 00:28:28,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,37,NaN,NaN
164565,vp06,10,2017-09-22 00:28:37,1506040108538,X,8255,1075, '0.1200', '0.5200',right, '1.0000', '0.0400',inperson,0,1,xpfr,999, '36.0000', '61.0000',61,true,combined,6,0,44,2,0,NaN,NaN
164566,vp06,999,2017-09-22 00:28:42,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,38,NaN,NaN
164567,vp06,11,2017-09-22 00:28:47,1506040121801,O,4965,1075, '0.4800', '0.9000',right, '1.0000', '1.0000',inperson,0,0,xpfr,999, '28.0000', '134.0000',0,true,combined,24,45,26,5,0,NaN,NaN
164568,vp06,999,2017-09-22 00:28:52,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,39,NaN,NaN
164569,vp06,12,2017-09-22 00:28:53,1506040131787,X,1815,1075, '0.1000', '0.2000',left, '0.8000', '1.0000',inperson,0,0,xpfr,999, '90.0000', '60.0000',90,true,combined,4,10,36,40,0,NaN,NaN
164570,vp06,999,2017-09-22 00:28:58,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,40,NaN,NaN
164571,vp06,13,2017-09-22 00:29:03,1506040138626,X,4719,1075, '0.7000', '0.1600',left, '1.0000', '0.0600',inperson,0,0,xpfr,999, '21.0000', '2.0000',21,true,combined,35,0,15,3,0,NaN,NaN
164572,vp06,999,2017-09-22 00:29:08,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,41,NaN,NaN
164573,vp06,14,2017-09-22 00:29:11,1506040148364,X,2502,1075, '0.5600', '0.4000',left, '0.4000', '1.0000',inperson,0,0,xpfr,999, '68.0000', '8.0000',68,true,combined,12,20,8,30,0,NaN,NaN
164574,vp06,999,2017-09-22 00:29:16,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,42,NaN,NaN
164575,vp06,999,2017-09-22 00:29:22,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,43,NaN,NaN
164576,vp06,15,2017-09-22 00:29:25,1506040161897,O,2945,1143, '0.3200', '0.5600',right, '0.1000', '1.0000',inperson,0,0,xpfr,68, '-10.0000', '-10.0000',0,true,combined,1,27,4,23,0,NaN,NaN
164577,vp06,999,2017-09-22 00:29:30,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,44,NaN,NaN
164578,vp06,16,2017-09-22 00:29:31,1506040169863,X,1845,1143, '0.8000', '0.0400',left, '1.0000', '1.0000',inperson,0,0,xpfr,68, '-12.0000', '-11.0000',-12,true,combined,40,2,10,48,0,NaN,NaN
164579,vp06,999,2017-09-22 00:29:36,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,45,NaN,NaN
164580,vp06,17,2017-09-22 00:29:38,1506040176736,O,1721,1143, '0.9200', '0.0800',right, '0.4000', '1.0000',inperson,0,0,xpfr,68, '-63.0000', '-33.0000',0,true,combined,18,4,2,46,0,NaN,NaN
164581,vp06,999,2017-09-22 00:29:43,999,999,999,999,999,999,999,999,999,inperson,0,999,xpfr,999,999,999,999,2,combined,999,999,999,999,46,NaN,NaN
