id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
234334,vp39,999,2017-12-13 01:20:33,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,1,NaN,withintrial
234335,vp39,999,2017-12-13 01:21:43,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,2,NaN,withintrial
234336,vp39,999,2017-12-13 01:22:02,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,3,NaN,withintrial
234337,vp39,999,2017-12-13 01:22:30,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
234338,vp39,999,2017-12-13 01:22:32,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,3,NaN,withintrial
234339,vp39,999,2017-12-13 01:22:34,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
234340,vp39,999,2017-12-13 01:22:55,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,5,NaN,withintrial
234341,vp39,999,2017-12-13 01:23:10,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,6,NaN,withintrial
234342,vp39,999,2017-12-13 01:23:19,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,7,NaN,withintrial
234343,vp39,999,2017-12-13 01:23:31,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,8,NaN,withintrial
234344,vp39,999,2017-12-13 01:23:56,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,9,NaN,withintrial
234345,vp39,999,2017-12-13 01:24:09,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,10,NaN,withintrial
234346,vp39,999,2017-12-13 01:24:27,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,11,NaN,withintrial
234347,vp39,999,2017-12-13 01:24:33,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,12,NaN,withintrial
234348,vp39,999,2017-12-13 01:24:47,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,13,NaN,withintrial
234349,vp39,999,2017-12-13 01:24:50,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,14,NaN,withintrial
234350,vp39,999,2017-12-13 01:24:55,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,15,NaN,withintrial
234351,vp39,999,2017-12-13 01:24:59,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,16,NaN,withintrial
234352,vp39,999,2017-12-13 01:25:03,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,17,NaN,withintrial
234353,vp39,999,2017-12-13 01:25:09,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,16,NaN,withintrial
234354,vp39,999,2017-12-13 01:25:10,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,17,NaN,withintrial
234355,vp39,999,2017-12-13 01:25:21,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,18,NaN,withintrial
234356,vp39,999,2017-12-13 01:25:26,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,19,NaN,withintrial
234357,vp39,999,2017-12-13 01:25:34,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,20,NaN,withintrial
234358,vp39,999,2017-12-13 01:25:37,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,21,NaN,withintrial
234359,vp39,999,2017-12-13 01:25:40,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,22,NaN,withintrial
234360,vp39,999,2017-12-13 01:25:43,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,23,NaN,withintrial
234361,vp39,999,2017-12-13 01:25:50,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,24,NaN,withintrial
234362,vp39,999,2017-12-13 01:26:26,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,23,NaN,withintrial
234363,vp39,999,2017-12-13 01:26:32,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,24,NaN,withintrial
234364,vp39,999,2017-12-13 01:26:37,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,23,NaN,withintrial
234365,vp39,999,2017-12-13 01:26:40,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,24,NaN,withintrial
234366,vp39,999,2017-12-13 01:26:51,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,25,NaN,withintrial
234367,vp39,999,2017-12-13 01:26:57,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,26,NaN,withintrial
234368,vp39,999,2017-12-13 01:27:00,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,27,NaN,withintrial
234369,vp39,999,2017-12-13 01:27:03,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,28,NaN,withintrial
234370,vp39,999,2017-12-13 01:27:06,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,29,NaN,withintrial
234371,vp39,999,2017-12-13 01:27:07,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,30,NaN,withintrial
234372,vp39,999,2017-12-13 01:27:11,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,31,NaN,withintrial
234373,vp39,999,2017-12-13 01:27:12,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,32,NaN,withintrial
234374,vp39,999,2017-12-13 01:27:19,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,33,NaN,withintrial
234375,vp39,999,2017-12-13 01:27:21,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,34,NaN,withintrial
234376,vp39,999,2017-12-13 01:27:24,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,35,NaN,withintrial
234377,vp39,999,2017-12-13 01:27:26,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,36,NaN,withintrial
234378,vp39,999,2017-12-13 01:27:29,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,37,NaN,withintrial
234379,vp39,10,2017-12-13 01:27:34,1513128447940,O,4759,1075, '0.1200', '0.5200',left, '1.0000', '0.0400',inperson,0,0,RtzR,999, '36.0000', '61.0000',0,true,combined,6,0,44,2,0,NaN,withintrial
234380,vp39,999,2017-12-13 01:27:39,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,38,NaN,withintrial
234381,vp39,11,2017-12-13 01:27:42,1513128457724,X,2440,1075, '0.4800', '0.9000',left, '1.0000', '1.0000',inperson,0,0,RtzR,999, '28.0000', '134.0000',28,true,combined,24,45,26,5,0,NaN,withintrial
234382,vp39,999,2017-12-13 01:27:47,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,39,NaN,withintrial
234383,vp39,12,2017-12-13 01:27:49,1513128465196,O,2488,1075, '0.1000', '0.2000',left, '0.8000', '1.0000',inperson,0,0,RtzR,999, '90.0000', '60.0000',0,true,combined,4,10,36,40,0,NaN,withintrial
234384,vp39,999,2017-12-13 01:27:54,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,40,NaN,withintrial
234385,vp39,13,2017-12-13 01:27:56,1513128472715,X,2139,1075, '0.7000', '0.1600',right, '1.0000', '0.0600',inperson,0,0,RtzR,999, '21.0000', '2.0000',2,true,combined,35,0,15,3,0,NaN,withintrial
234386,vp39,999,2017-12-13 01:28:02,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,41,NaN,withintrial
234387,vp39,14,2017-12-13 01:28:04,1513128479875,X,2986,1075, '0.5600', '0.4000',left, '0.4000', '1.0000',inperson,0,0,RtzR,999, '68.0000', '8.0000',68,true,combined,12,20,8,30,0,NaN,withintrial
234388,vp39,999,2017-12-13 01:28:10,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,42,NaN,withintrial
234389,vp39,999,2017-12-13 01:28:16,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,43,NaN,withintrial
234390,vp39,15,2017-12-13 01:28:19,1513128493915,X,3318,1075, '0.3200', '0.5600',left, '0.1000', '1.0000',inperson,0,0,RtzR,0, '-10.0000', '-10.0000',-10,true,combined,1,27,4,23,0,NaN,withintrial
234391,vp39,999,2017-12-13 01:28:24,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,44,NaN,withintrial
234392,vp39,16,2017-12-13 01:28:26,1513128502261,X,2249,1075, '0.8000', '0.0400',left, '1.0000', '1.0000',inperson,0,0,RtzR,0, '-12.0000', '-11.0000',-12,true,combined,40,2,10,48,0,NaN,withintrial
234393,vp39,999,2017-12-13 01:28:31,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,45,NaN,withintrial
234394,vp39,17,2017-12-13 01:28:33,1513128509531,X,2112,1075, '0.9200', '0.0800',left, '0.4000', '1.0000',inperson,0,0,RtzR,0, '-63.0000', '-33.0000',-63,true,combined,18,4,2,46,0,NaN,withintrial
234395,vp39,999,2017-12-13 01:28:38,999,999,999,999,999,999,999,999,999,inperson,0,999,RtzR,999,999,999,999,2,combined,999,999,999,999,46,NaN,withintrial
