id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
233884,vp35,999,2017-12-11 23:15:04,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,1,NaN,withintrial
233885,vp35,999,2017-12-11 23:15:17,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,2,NaN,withintrial
233886,vp35,999,2017-12-11 23:15:29,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,3,NaN,withintrial
233887,vp35,999,2017-12-11 23:15:37,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,4,NaN,withintrial
233888,vp35,999,2017-12-11 23:15:46,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,5,NaN,withintrial
233889,vp35,999,2017-12-11 23:15:49,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,6,NaN,withintrial
233890,vp35,999,2017-12-11 23:15:59,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,7,NaN,withintrial
233891,vp35,999,2017-12-11 23:16:04,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,8,NaN,withintrial
233892,vp35,999,2017-12-11 23:16:13,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,9,NaN,withintrial
233893,vp35,999,2017-12-11 23:16:15,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,10,NaN,withintrial
233894,vp35,999,2017-12-11 23:16:19,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,11,NaN,withintrial
233895,vp35,999,2017-12-11 23:16:23,999,999,999,999,999,999,999,999,999,inperson,0,999,shXw,999,999,999,999,2,combined,999,999,999,999,12,NaN,withintrial
