id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,est_left_over_right,whensaved
162349,vp02,999,2017-08-22 17:20:57,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,1,NaN,NaN
162350,vp02,999,2017-08-22 17:21:56,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,2,NaN,NaN
162351,vp02,999,2017-08-22 17:22:14,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,3,NaN,NaN
162352,vp02,999,2017-08-22 17:22:46,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,4,NaN,NaN
162353,vp02,999,2017-08-22 17:23:03,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,5,NaN,NaN
162354,vp02,999,2017-08-22 17:23:26,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,6,NaN,NaN
162355,vp02,999,2017-08-22 17:23:50,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,7,NaN,NaN
162356,vp02,999,2017-08-22 17:24:23,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,8,NaN,NaN
162357,vp02,999,2017-08-22 17:24:55,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,7,NaN,NaN
162358,vp02,999,2017-08-22 17:24:59,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,6,NaN,NaN
162359,vp02,999,2017-08-22 17:25:00,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,7,NaN,NaN
162360,vp02,999,2017-08-22 17:25:02,999,999,999,999,999,999,999,999,999,inperson,0,999,3WH4,999,999,999,999,2,combined,999,999,999,999,8,NaN,NaN
