Scenario - subjective stimulus intensity
Logfile written - 10/24/2017 21:47:06

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

vp22	1	Picture	present_text	10333	0	1	7666	1	0	next	false_alarm	2
vp22	1	Response	3	17684	7351	0
vp22	2	Picture	VAS	17999	0	1	1166	1	0	next	other	0
vp22	3	Picture	VAS	19166	0	1	1333	1	0	next	other	0
vp22	4	Picture	VAS	20499	0	1	1167	1	0	next	other	0
vp22	5	Picture	VAS	21665	0	1	1167	1	0	next	other	0
vp22	6	Picture	VAS	22832	0	1	1167	1	0	next	other	0
vp22	7	Picture	VAS	23999	0	1	1165	2	0	next	other	0
vp22	8	Picture	VAS	25164	0	2	1168	2	0	next	other	0
vp22	9	Picture	VAS	26332	0	1	1167	1	0	next	other	0
vp22	10	Picture	VAS	27498	0	1	1167	1	0	next	other	0
vp22	11	Picture	VAS	28665	0	1	1167	1	0	next	other	0
vp22	12	Picture	VAS	29831	0	1	1167	1	0	next	other	0
vp22	13	Picture	VAS	30998	0	1	1167	1	0	next	other	0
vp22	14	Picture	VAS	32165	0	1	1167	1	0	next	other	0
vp22	15	Picture	VAS	33331	0	1	1167	1	0	next	other	0
vp22	16	Picture	VAS	34498	0	1	1167	1	0	next	other	0
vp22	17	Picture	VAS	35665	0	1	1166	1	0	next	other	0
vp22	18	Picture	VAS	36831	0	1	1167	1	0	next	other	0
vp22	19	Picture	VAS	37998	0	1	1167	1	0	next	other	0
vp22	20	Picture	VAS	39164	0	1	1167	1	0	next	other	0
vp22	21	Picture	VAS	40331	0	1	1167	1	0	next	other	0
vp22	22	Picture	VAS	41497	0	1	1167	1	0	next	other	0
vp22	23	Picture	VAS	42664	0	1	1167	1	0	next	other	0
vp22	24	Picture	VAS	43831	0	1	1167	1	0	next	other	0
vp22	25	Picture	VAS	44997	0	1	1166	1	0	next	other	0
vp22	26	Picture	VAS	46164	0	1	1167	1	0	next	false_alarm	28
vp22	26	Response	1	46927	763	0
vp22	27	Picture	VAS	47330	0	1	1167	1	0	next	other	0
vp22	28	Picture	VAS	48497	0	1	1167	1	0	next	false_alarm	31
vp22	28	Response	1	48971	474	0
vp22	29	Picture	VAS	49664	0	1	1167	1	0	next	false_alarm	33
vp22	29	Response	1	50059	395	0
vp22	30	Picture	VAS	50830	0	1	1167	1	0	next	false_alarm	35
vp22	30	Response	1	51710	880	0
vp22	31	Picture	VAS	51997	0	1	1167	1	0	next	other	0
vp22	32	Picture	VAS	53163	0	1	1167	1	0	next	false_alarm	38
vp22	32	Response	1	53361	197	0
vp22	33	Picture	VAS	54330	0	1	1167	1	0	next	other	0
vp22	33	Response	2	55457	1127	1
vp22	34	Picture	VAS	55497	0	1	1167	1	0	next	other	0
vp22	35	Picture	VAS	56663	0	1	1167	1	0	next	other	0
vp22	36	Picture	VAS	57830	0	1	1167	1	0	next	other	0
vp22	37	Picture	VAS	58996	0	1	1167	1	0	next	other	0
vp22	38	Picture	VAS	60163	0	1	1167	1	0	next	other	0
vp22	39	Picture	VAS	61330	0	1	1167	1	0	next	other	0
vp22	40	Picture	VAS	62496	0	1	1167	1	0	next	other	0
vp22	41	Picture	VAS	63663	0	1	1167	1	0	next	other	0
vp22	42	Picture	VAS	64829	0	1	1167	1	0	next	other	0
vp22	43	Picture	VAS	65996	0	1	1167	1	0	next	false_alarm	51
vp22	43	Response	2	66705	710	0
vp22	44	Picture	VAS	67163	0	1	1167	1	0	next	other	0
vp22	45	Picture	VAS	68329	0	1	1167	1	0	next	false_alarm	54
vp22	45	Response	2	68771	442	0
vp22	46	Picture	VAS	69496	0	1	1167	1	0	next	other	0
vp22	46	Response	2	70562	1067	1
vp22	47	Picture	VAS	70662	0	1	1167	1	0	next	other	0
vp22	48	Picture	VAS	71829	0	1	1167	1	0	next	false_alarm	59
vp22	48	Response	2	72446	617	0
vp22	49	Picture	VAS	72995	0	1	1167	1	0	next	other	0
vp22	50	Picture	VAS	74162	0	1	1167	1	0	next	other	0
vp22	51	Picture	VAS	75329	0	1	1167	1	0	next	other	0
vp22	52	Picture	VAS	76495	0	1	1167	1	0	next	other	0
vp22	53	Picture	VAS	77662	0	1	1167	1	0	next	other	0
vp22	54	Picture	VAS	78828	0	1	1167	1	0	next	other	0
vp22	55	Picture	VAS	79995	0	1	1167	1	0	next	other	0
vp22	56	Picture	VAS	81162	0	1	1167	1	0	next	other	0
vp22	57	Picture	VAS	82328	0	1	1167	1	0	next	other	0
vp22	58	Picture	VAS	83495	0	1	1167	1	0	next	other	0
vp22	59	Picture	VAS	84661	0	1	1167	1	0	next	other	0
vp22	60	Picture	VAS	85828	0	1	1167	1	0	next	other	0
vp22	61	Picture	VAS	86995	0	1	1167	1	0	next	other	0
vp22	62	Picture	VAS	88161	0	1	1166	1	0	next	other	0
vp22	63	Picture	VAS	89328	0	1	1167	1	0	next	other	0
vp22	64	Picture	VAS	90494	0	1	1167	1	0	next	other	0
vp22	65	Picture	VAS	91661	0	1	1167	1	0	next	other	0
vp22	66	Picture	VAS	92828	0	1	1167	1	0	next	other	0
vp22	67	Picture	VAS	93994	0	1	1167	1	0	next	other	0
vp22	68	Picture	VAS	95161	0	1	1167	1	0	next	other	0
vp22	69	Picture	VAS	96327	0	1	1166	1	0	next	other	0
vp22	70	Picture	VAS	97494	0	1	1167	1	0	next	other	0
vp22	71	Picture	VAS	98660	0	1	1167	1	0	next	other	0
vp22	72	Picture	VAS	99827	0	1	1167	1	0	next	other	0
vp22	73	Picture	VAS	100994	0	1	1166	1	0	next	other	0
vp22	74	Picture	VAS	102160	0	1	1167	1	0	next	other	0
vp22	75	Picture	VAS	103327	0	1	1167	1	0	next	other	0
vp22	76	Picture	VAS	104494	0	1	1166	1	0	next	other	0
vp22	77	Picture	VAS	105660	0	1	1167	1	0	next	other	0
vp22	78	Picture	VAS	106827	0	1	1167	1	0	next	other	0
vp22	79	Picture	VAS	107993	0	1	1167	1	0	next	other	0
vp22	80	Picture	VAS	109160	0	1	1167	1	0	next	other	0
vp22	81	Picture	VAS	110326	0	1	1167	1	0	next	other	0
vp22	82	Picture	VAS	111493	0	1	1166	1	0	next	other	0
vp22	83	Picture	VAS	112660	0	1	1167	1	0	next	other	0
vp22	84	Picture	VAS	113826	0	1	1167	1	0	next	other	0
vp22	85	Picture	VAS	114993	0	1	1167	1	0	next	other	0
vp22	86	Picture	VAS	116159	0	1	1167	1	0	next	other	0
vp22	87	Picture	VAS	117326	0	1	1167	1	0	next	other	0
vp22	88	Picture	VAS	118492	0	1	1167	1	0	next	other	0
vp22	89	Picture	VAS	119659	0	1	1167	1	0	next	other	0
vp22	90	Picture	VAS	120826	0	1	1166	1	0	next	other	0
vp22	91	Picture	VAS	121992	0	1	1167	1	0	next	other	0
vp22	92	Picture	VAS	123159	0	1	1167	1	0	next	other	0
vp22	93	Picture	VAS	124326	0	1	1167	1	0	next	other	0
vp22	94	Picture	VAS	125492	0	1	1167	1	0	next	other	0
vp22	95	Picture	VAS	126659	0	1	1167	1	0	next	other	0
vp22	96	Picture	VAS	127825	0	1	1166	1	0	next	other	0
vp22	97	Picture	VAS	128992	0	1	1167	1	0	next	other	0
vp22	98	Picture	VAS	130158	0	1	1167	1	0	next	other	0
vp22	99	Picture	VAS	131325	0	1	1166	1	0	next	other	0
vp22	100	Picture	VAS	132492	0	1	1167	1	0	next	other	0
vp22	101	Picture	VAS	133658	0	1	1166	1	0	next	other	0
vp22	102	Picture	VAS	134825	0	1	1167	1	0	next	other	0
vp22	103	Picture	VAS	135991	0	1	1167	1	0	next	other	0
vp22	104	Picture	VAS	137158	0	1	1167	1	0	next	other	0
vp22	105	Picture	VAS	138325	0	1	1167	1	0	next	other	0
vp22	106	Picture	VAS	139491	0	1	1167	1	0	next	other	0
vp22	107	Picture	VAS	140658	0	1	1167	1	0	next	other	0
vp22	108	Picture	VAS	141824	0	1	1167	1	0	next	other	0
vp22	109	Picture	VAS	142991	0	1	1167	1	0	next	other	0
vp22	110	Picture	VAS	144158	0	1	1167	1	0	next	other	0
vp22	111	Picture	VAS	145324	0	1	1000	65	0	next	other	0
vp22	112	Picture	VAS	146324	0	65	1167	65	0	next	other	0
vp22	113	Picture	VAS	147491	0	1	1167	1	0	next	other	0
