,resp_r_1,prob_o_l,prob_o_r,mag_left,mag_right,info_amb,revealed_o_r,num_revealed,info_amb_sqrt,resp_amb_1,ambig_r,ambig_l,gain_or_loss_trial,mag_ambig,mag_unambig,prob_o_unambig,prob_o_ambig,revealed_o_ambig,revealed_x_ambig,prob_o_ambig_bayes,MID
0,1.0,0.33999999999999997,0.24,0.48,0.29,1.0,12.0,50.0,1.0,1.0,0,0.0,shock,0.29,0.48,0.33999999999999997,0.24,12.0,38.0,0.25,S0
1,0.0,0.54,0.16000000000000003,0.64,0.38,1.0,8.000000000000002,50.0,1.0,0.0,0,0.0,shock,0.38,0.64,0.54,0.16000000000000003,8.000000000000002,42.0,0.1730769230769231,S0
2,1.0,0.88,0.12,1.24,0.05,0.4,3.0,20.0,0.6324555320336759,1.0,1,0.0,shock,0.05,1.24,0.88,0.12,3.0,17.0,0.18181818181818182,S0
3,1.0,0.24,0.12,0.2,0.06,0.8,5.0,40.0,0.8944271909999159,1.0,1,0.0,shock,0.06,0.2,0.24,0.12,5.0,35.0,0.14285714285714285,S0
4,1.0,0.4,0.28,0.07,0.08,1.0,14.000000000000002,50.0,1.0,1.0,0,0.0,shock,0.08,0.07,0.4,0.28,14.000000000000002,36.0,0.2884615384615385,S0
5,0.0,0.07999999999999996,0.07999999999999996,0.64,0.64,0.2,1.0,10.0,0.4472135954999579,0.0,1,0.0,shock,0.64,0.64,0.07999999999999996,0.07999999999999996,1.0,9.0,0.16666666666666666,S0
6,1.0,0.36,0.28,0.84,0.87,1.0,14.000000000000002,50.0,1.0,1.0,0,0.0,shock,0.87,0.84,0.36,0.28,14.000000000000002,36.0,0.2884615384615385,S0
7,0.0,0.24,0.56,0.65,1.34,0.02,1.0,1.0,0.1414213562373095,0.0,1,0.0,shock,1.34,0.65,0.24,0.56,1.0,0.0,0.6666666666666666,S0
8,0.0,0.24,0.42000000000000004,0.13,0.29,0.2,5.0,10.0,0.4472135954999579,0.0,1,0.0,shock,0.29,0.13,0.24,0.42000000000000004,5.0,5.0,0.5,S0
9,0.0,0.26,0.56,0.4,0.68,1.0,28.000000000000004,50.0,1.0,0.0,0,0.0,shock,0.68,0.4,0.26,0.56,28.000000000000004,21.999999999999996,0.5576923076923077,S0
