,MID,parameter,beta,se,task
9,vp10,betaa,0.756364320039,0.756364320039,shock
10,vp11,inv_tmp,10.0,10.0,shock
11,vp11,betau,0.220829941237,0.220829941237,shock
12,vp11,betaa,2.67783990525e-15,2.67783990525e-15,shock
13,vp12,inv_tmp,8.82282608013,8.82282608013,shock
14,vp12,betau,0.393064562176,0.393064562176,shock
15,vp12,betaa,8.05199562653e-10,8.05199562653e-10,shock
16,vp13,inv_tmp,10.0,10.0,shock
17,vp13,betau,0.152522014995,0.152522014995,shock
18,vp13,betaa,0.156060536264,0.156060536264,shock
19,vp15,inv_tmp,10.0,10.0,shock
20,vp15,betau,0.175876472645,0.175876472645,shock
21,vp15,betaa,8.49098569233e-13,8.49098569233e-13,shock
22,vp16,inv_tmp,10.0,10.0,shock
23,vp16,betau,0.0630021669054,0.0630021669054,shock
24,vp16,betaa,3.86483563597e-15,3.86483563597e-15,shock
25,vp17,inv_tmp,10.0,10.0,shock
26,vp17,betau,0.15290754375,0.15290754375,shock
27,vp17,betaa,0.443686511881,0.443686511881,shock
28,vp18,inv_tmp,10.0,10.0,shock
29,vp18,betau,1.24963599693,1.24963599693,shock
30,vp18,betaa,0.955883712246,0.955883712246,shock
31,vp19,inv_tmp,10.0,10.0,shock
32,vp19,betau,0.165917329751,0.165917329751,shock
33,vp19,betaa,0.00396467132531,0.00396467132531,shock
34,vp20,inv_tmp,6.4099312866,6.4099312866,shock
35,vp20,betau,0.46992037956,0.46992037956,shock
36,vp20,betaa,0.139164935497,0.139164935497,shock
37,vp22,inv_tmp,8.20861227418,8.20861227418,shock
38,vp22,betau,0.10152314809,0.10152314809,shock
39,vp22,betaa,2.76565724349e-11,2.76565724349e-11,shock
40,vp23,inv_tmp,7.23675417491,7.23675417491,shock
41,vp23,betau,0.315837514889,0.315837514889,shock
42,vp23,betaa,1.98043181346e-11,1.98043181346e-11,shock
43,vp25,inv_tmp,10.0,10.0,shock
44,vp25,betau,1.07538804223,1.07538804223,shock
45,vp25,betaa,1.80713558699,1.80713558699,shock
46,vp26,inv_tmp,10.0,10.0,shock
47,vp26,betau,0.207439718493,0.207439718493,shock
48,vp26,betaa,0.0830452519393,0.0830452519393,shock
49,vp27,inv_tmp,10.0,10.0,shock
50,vp27,betau,0.160191626851,0.160191626851,shock
51,vp27,betaa,0.0260506092109,0.0260506092109,shock
52,vp28,inv_tmp,7.25260186394,7.25260186394,shock
53,vp28,betau,0.564623443465,0.564623443465,shock
54,vp28,betaa,0.217835146276,0.217835146276,shock
55,vp29,inv_tmp,8.76216950789,8.76216950789,shock
56,vp29,betau,3.32613977121,3.32613977121,shock
57,vp29,betaa,1.20113374489,1.20113374489,shock
58,vp30,inv_tmp,10.0,10.0,shock
59,vp30,betau,0.580623465352,0.580623465352,shock
60,vp30,betaa,0.824284552412,0.824284552412,shock
61,vp31,inv_tmp,10.0,10.0,shock
62,vp31,betau,0.850750837148,0.850750837148,shock
63,vp31,betaa,0.77820508905,0.77820508905,shock
64,vp32,inv_tmp,9.67858449582,9.67858449582,shock
65,vp32,betau,0.45507629961,0.45507629961,shock
66,vp32,betaa,0.453848594022,0.453848594022,shock
67,vp33,inv_tmp,10.0,10.0,shock
68,vp33,betau,1.60178516204,1.60178516204,shock
69,vp33,betaa,1.08110034536,1.08110034536,shock
70,vp34,inv_tmp,10.0,10.0,shock
71,vp34,betau,0.233564976626,0.233564976626,shock
72,vp34,betaa,0.0504952457327,0.0504952457327,shock
73,vp35,inv_tmp,10.0,10.0,shock
74,vp35,betau,0.405004858212,0.405004858212,shock
75,vp35,betaa,0.373563895918,0.373563895918,shock
76,vp36,inv_tmp,9.01602282126,9.01602282126,shock
77,vp36,betau,0.476312122497,0.476312122497,shock
78,vp36,betaa,0.18261113981,0.18261113981,shock
79,vp37,inv_tmp,9.54156037891,9.54156037891,shock
80,vp37,betau,0.0430366242529,0.0430366242529,shock
81,vp37,betaa,0.0143503019232,0.0143503019232,shock
82,vp38,inv_tmp,10.0,10.0,shock
83,vp38,betau,1.81956567411,1.81956567411,shock
84,vp38,betaa,2.00599092031,2.00599092031,shock
85,vp39,inv_tmp,6.12361932246,6.12361932246,shock
86,vp39,betau,5.0,5.0,shock
87,vp39,betaa,1.08479642436e-17,1.08479642436e-17,shock
88,vp40,inv_tmp,10.0,10.0,shock
89,vp40,betau,0.84396208814,0.84396208814,shock
90,vp40,betaa,0.773105278832,0.773105278832,shock
