,MID,bic,aic,pseudoR2,pred_acc,task
0,vp06,184.39629413853345,178.37502355034093,0.16046418034555965,0.7666666666666667,loss
1,vp07,182.71111586027362,176.6898452720811,0.16686438304522355,0.7466666666666667,loss
2,vp10,164.40854073249426,158.38727014430174,0.252852450072373,0.7666666666666667,loss
3,vp11,131.06210418509013,125.04083359689761,0.4176178589500784,0.8466666666666667,loss
4,vp12,135.98226565916778,129.9609950709753,0.3935555385839351,0.8133333333333334,loss
5,vp13,180.2516048129495,174.23033422475697,0.17873020092577707,0.74,loss
6,vp15,174.49781960278756,168.47654901459504,0.17439424680463356,0.78,loss
7,vp16,160.56504190117792,154.5437713129854,0.25437760496300155,0.8133333333333334,loss
8,vp17,167.2375988834023,161.2163282952098,0.24151577955712988,0.7666666666666667,loss
9,vp18,175.89661005581792,169.8753394676254,0.1997407081626159,0.7333333333333333,loss
10,vp19,214.33216889656455,208.31089830837203,0.0046701097472702235,0.5866666666666667,loss
11,vp20,197.1151138245001,191.09384323630758,0.09609133139418324,0.7466666666666667,loss
12,vp22,172.54980072957193,166.5285301413794,0.18804791790231135,0.7333333333333333,loss
13,vp23,195.98895218782766,189.96768159963514,0.10153216925411113,0.6466666666666666,loss
14,vp25,111.56130094319163,105.54003035499912,0.5076470708314189,0.8333333333333334,loss
15,vp26,135.94024132734617,129.91897073915365,0.3943800844702656,0.8066666666666666,loss
16,vp27,170.2451992973729,164.22392870918037,0.22948577539839565,0.7466666666666667,loss
17,vp28,202.69935652849662,196.6780859403041,0.02791808773961335,0.66,loss
18,vp29,211.3793200163134,205.35804942812086,0.02968059056440908,0.58,loss
19,vp30,180.54184154792415,174.52057095973163,0.17477634855683155,0.7066666666666667,loss
20,vp31,216.44899109622133,210.4277205080288,0.0071651799311053255,0.6266666666666667,loss
21,vp32,182.3370944340799,176.31582384588737,0.17122976729086692,0.7333333333333333,loss
22,vp33,188.84369213214848,182.82242154395595,0.13291592743894787,0.7066666666666667,loss
23,vp34,186.69120167131496,180.66993108312244,0.14766260981709634,0.7266666666666667,loss
24,vp35,148.68290461389466,142.66163402570214,0.33180682261613537,0.8133333333333334,loss
25,vp36,140.13377534286087,134.11250475466835,0.3603582246094459,0.8133333333333334,loss
26,vp37,181.15697308732473,175.1357024991322,0.1765888099924522,0.7133333333333334,loss
27,vp38,211.04022372806406,205.01895313987154,0.0252881543289315,0.6533333333333333,loss
28,vp39,166.5750172125894,160.55374662439687,0.24703905813415694,0.7733333333333333,loss
29,vp40,166.78343950073167,160.76216891253915,0.24526200318589686,0.7533333333333333,loss
0,vp06,212.67313664392458,206.65186605573206,0.02495030698198919,0.6066666666666667,gain
1,vp07,195.22899481234796,189.20772422415544,0.10195451776403497,0.6733333333333333,gain
2,vp10,182.10674200019636,176.08547141200384,0.16720311057093418,0.7333333333333333,gain
3,vp11,181.0679149480641,175.04664435987158,0.16442705182016693,0.7466666666666667,gain
