,MID,bic,aic,pseudoR2,pred_acc,task
4,vp12,198.2273196572042,192.20604906901167,0.09480413578445679,0.68,gain
5,vp13,185.07323871597467,179.05196812778215,0.1572050024592344,0.7266666666666667,gain
6,vp15,196.4168672666612,190.39559667846868,0.10074150456444941,0.6533333333333333,gain
7,vp16,134.85403671462777,128.83276612643525,0.3883373311696774,0.82,gain
8,vp17,173.04194949955243,167.0206789113599,0.2151301459124345,0.7333333333333333,gain
9,vp18,190.62627062541893,184.6050000372264,0.0839084584209222,0.72,gain
10,vp19,210.93655552116127,204.91528493296875,0.027683028915715724,0.6733333333333333,gain
11,vp20,189.3703474423668,183.34907685417429,0.13751325411489734,0.6866666666666666,gain
12,vp22,192.51912875628636,186.49785816809384,0.11313636808048588,0.7333333333333333,gain
13,vp23,181.50827141095039,175.48700082275786,0.17489855502823326,0.7466666666666667,gain
14,vp25,148.07541246655046,142.05414187835794,0.33575914558152486,0.82,gain
15,vp26,176.1425160439951,170.12124545580258,0.19606660952538502,0.7733333333333333,gain
16,vp27,189.38008123822198,183.35881065002945,0.13569218751727996,0.7066666666666667,gain
17,vp28,215.96666722387548,209.94539663568295,-0.006055411814405165,0.58,gain
18,vp29,213.02614699132704,207.00487640313452,0.017570581524005036,0.6,gain
19,vp30,178.91155091363748,172.89028032544496,0.17496101733780622,0.6733333333333333,gain
20,vp31,202.23359552234803,196.2123249341555,0.07565410673251949,0.6666666666666666,gain
21,vp32,198.77445264175338,192.75318205356086,0.0904218795351438,0.66,gain
22,vp33,177.59740524977497,171.57613466158244,0.19371549920006692,0.8066666666666666,gain
23,vp34,178.7170162836943,172.69574569550178,0.1887449475534464,0.7066666666666667,gain
24,vp35,162.04462135638545,156.02335076819293,0.26429249022876233,0.7066666666666667,gain
25,vp36,166.7034942851388,160.68222369694627,0.2430193438421957,0.7466666666666667,gain
26,vp37,176.1709481330302,170.1496775448377,0.19727912356179977,0.7866666666666666,gain
27,vp38,218.06921766136617,212.04794707317365,-0.0016555136009839266,0.5533333333333333,gain
28,vp39,181.03790533203596,175.01663474384344,0.17376533643862735,0.7466666666666667,gain
29,vp40,169.73553847298354,163.714267884791,0.2238551339314525,0.7066666666666667,gain
0,vp06,172.54423216104277,166.52296157285025,0.21682205136087473,0.74,shock
1,vp07,145.1225906574566,139.1013200692641,0.3461856007467957,0.8266666666666667,shock
2,vp10,189.54001318985567,183.51874260166315,0.129539567286156,0.66,shock
3,vp11,142.89193714503813,136.8706665568456,0.3602886371875985,0.8533333333333334,shock
4,vp12,185.59868073765495,179.57741014946242,0.15391428646475436,0.78,shock
5,vp13,144.77047296824406,138.74920238005154,0.3519101999955372,0.84,shock
6,vp15,160.74695093477118,154.72568034657866,0.27367168307379885,0.8133333333333334,shock
7,vp16,106.99690081199732,100.97563022380481,0.5331067858870049,0.86,shock
8,vp17,137.9751030932784,131.95383250508587,0.38181515552811596,0.8066666666666666,shock
9,vp18,184.86773087174856,178.84646028355604,0.1591662627730821,0.6866666666666666,shock
10,vp19,164.5262716982287,158.50500111003618,0.25545960612092367,0.7933333333333333,shock
11,vp20,205.0889233172189,199.06765272902638,0.055982279689239633,0.68,shock
12,vp22,150.72033969046208,144.69906910226956,0.2937475791168358,0.8,shock
13,vp23,188.79225564047042,182.7709850522779,0.13752615453167016,0.7533333333333333,shock
14,vp25,177.3963671114967,171.37509652330417,0.1866266953181791,0.7533333333333333,shock
15,vp26,140.78893108138436,134.76766049319184,0.37105982492531175,0.8,shock
16,vp27,154.58675611284406,148.56548552465154,0.2990228582176504,0.8333333333333334,shock
17,vp28,196.1252698539531,190.1039992657606,0.08181446280016291,0.7133333333333334,shock
18,vp29,211.307308757239,205.2860381690465,0.030899978686110385,0.68,shock
19,vp30,186.4910565694319,180.46978598123937,0.15125086988757552,0.74,shock
20,vp31,181.28750829693428,175.26623770874176,0.17255942672092306,0.7066666666666667,shock
21,vp32,190.2857794482391,184.2645088600466,0.1331109567310873,0.78,shock
22,vp33,175.50356366980168,169.48229308160916,0.19382923781634198,0.7733333333333333,shock
23,vp34,157.11422280297256,151.09295221478004,0.29117734835759557,0.82,shock
24,vp35,151.89687999152486,145.87560940333233,0.3163190747996474,0.8,shock
25,vp36,183.20050422303933,177.1792336348468,0.15144656713131477,0.7533333333333333,shock
26,vp37,160.1090960670595,154.087825478867,0.2759069713640392,0.78,shock
27,vp38,182.05705772765913,176.0357871394666,0.15426056454691628,0.7266666666666667,shock
28,vp39,161.94401891817512,155.9227483299826,0.2504552785615246,0.78,shock
29,vp40,188.37225052385108,182.35097993565856,0.11296739430527136,0.7066666666666667,shock
