,MID,bic,aic,pseudoR2,pred_acc,task
0,vp06,190.61590996891948,178.57336879253447,0.17876740564787374,0.7666666666666667,loss
1,vp07,174.80410387921518,162.76156270283016,0.2533587031700628,0.76,loss
2,vp10,151.99317879845427,139.95063762206925,0.3614331316398627,0.8133333333333334,loss
3,vp11,133.5109352262424,121.46839404985738,0.45405228711225665,0.88,loss
4,vp12,132.63974578216676,120.59720460578174,0.45789606484426537,0.8133333333333334,loss
5,vp13,182.19167844877907,170.14913727239406,0.21771762950347995,0.7333333333333333,loss
6,vp15,147.94678408155727,135.90424290517223,0.357972431734098,0.8266666666666667,loss
7,vp16,129.2012145452663,117.15867336888128,0.4593522484091894,0.84,loss
8,vp17,161.1653479839796,149.12280680759457,0.31915836434510103,0.8133333333333334,loss
9,vp18,165.7142965013882,153.67175532500318,0.29721213453885165,0.8,loss
10,vp19,221.4828556070375,209.44031443065248,0.0186545714653098,0.6,loss
11,vp20,151.77293174740063,139.73039057101562,0.36356942646382173,0.8066666666666666,loss
12,vp22,152.61625220552492,140.5737110291399,0.3376947382229373,0.7866666666666666,loss
13,vp23,188.06594878348417,176.02340760709916,0.18822654964162888,0.7066666666666667,loss
14,vp25,113.58102838581578,101.53848720943076,0.546445396888797,0.86,loss
15,vp26,137.7397313670463,125.69719019066126,0.4339235624073329,0.8266666666666667,loss
16,vp27,172.8455126113112,160.80297143492618,0.26517303625911304,0.76,loss
17,vp28,166.33120210724104,154.28866093085603,0.26195778536155867,0.7333333333333333,loss
18,vp29,220.81639533767512,208.7738541612901,0.032495754934128485,0.6266666666666667,loss
19,vp30,172.61413307794675,160.57159190156173,0.2616393115101848,0.7933333333333333,loss
20,vp31,196.16349957987345,184.12095840348843,0.1529285910993342,0.7333333333333333,loss
21,vp32,181.34174486994107,169.29920369355605,0.22421530653815847,0.76,loss
22,vp33,192.82719040494476,180.78464922855974,0.16219221261185124,0.74,loss
23,vp34,171.03894177147777,158.99640059509275,0.271523585132996,0.7466666666666667,loss
24,vp35,137.07833691689027,125.03579574050525,0.43601904901105026,0.8066666666666666,loss
