,MID,bic,aic,pseudoR2,pred_acc,task
25,vp36,121.6642279578181,109.62168678143307,0.5004209912519842,0.8666666666666667,loss
26,vp37,158.54875301079915,146.50621183441413,0.3335840327614231,0.7733333333333333,loss
27,vp38,209.59738639314287,197.55484521675785,0.08087595646485846,0.6666666666666666,loss
28,vp39,149.48038359148117,137.43784241509616,0.37745571831134117,0.7733333333333333,loss
29,vp40,163.9603084900763,151.9177673136913,0.3071019100986344,0.82,loss
0,vp06,169.59256904154515,157.55002786516013,0.28044724384300856,0.76,gain
1,vp07,188.22940591303748,176.18686473665247,0.1844862049847319,0.7533333333333333,gain
2,vp10,163.90016663937766,151.85762546299264,0.30381000776411293,0.7733333333333333,gain
3,vp11,137.51587745502331,125.47333627863829,0.42613582222434365,0.8266666666666667,gain
4,vp12,168.3029218334372,156.2603806570522,0.286926833320987,0.7933333333333333,gain
5,vp13,162.1298170648214,150.08727588843638,0.3159148873690184,0.7666666666666667,gain
6,vp15,166.12081804450384,154.07827686811882,0.2952508867532888,0.76,gain
7,vp16,120.94009615398002,108.89755497759501,0.5056164365248266,0.8666666666666667,gain
8,vp17,147.80353252435958,135.76099134797457,0.38488938147600893,0.8066666666666666,gain
9,vp18,120.08740710263908,108.04486592625406,0.4925375519251223,0.8666666666666667,gain
10,vp19,216.55803758798365,204.51549641159863,0.04897553062825111,0.5466666666666666,gain
11,vp20,174.35758780459207,162.31504662820706,0.25790149164978793,0.7266666666666667,gain
12,vp22,123.40621103344739,111.36366985706236,0.4976955862488549,0.8466666666666667,gain
13,vp23,122.35137655930785,110.30883538292282,0.5077459661500732,0.8533333333333334,gain
14,vp25,129.63520558241427,117.59266440602926,0.4727001736231864,0.8666666666666667,gain
15,vp26,157.71123715510262,145.6686959787176,0.33376094540637424,0.8066666666666666,gain
16,vp27,153.5747227408426,141.53218156445757,0.35652501638618106,0.7733333333333333,gain
17,vp28,189.83169050957227,177.78914933318725,0.17056998920838784,0.7466666666666667,gain
18,vp29,214.20458318302784,202.16204200664282,0.0603649262104492,0.6733333333333333,gain
19,vp30,148.18099376311645,136.13845258673143,0.3740360998966433,0.8333333333333334,gain
20,vp31,188.26322957871574,176.22068840233072,0.1910294902234324,0.7,gain
21,vp32,199.52418042933078,187.48163925294577,0.1351002917486126,0.68,gain
22,vp33,178.72434958488626,166.68180840850124,0.23651012158110996,0.8333333333333334,gain
23,vp34,174.5080754782205,162.46553430183548,0.25717779891492576,0.7333333333333333,gain
24,vp35,152.66345723310386,140.62091605671884,0.35818936102490406,0.7666666666666667,gain
25,vp36,163.88407092431842,151.8415297479334,0.3050567383959384,0.7733333333333333,gain
26,vp37,126.5912697989196,114.54872862253457,0.485229883758421,0.82,gain
27,vp38,165.22787715667315,153.18533598028813,0.30099914791507876,0.7533333333333333,gain
28,vp39,165.23093087227105,153.18838969588603,0.2985496382087095,0.74,gain
29,vp40,132.69814041080812,120.65559923442311,0.45254067693723155,0.84,gain
0,vp06,175.65931097481567,163.61676979843065,0.2501021310151814,0.74,shock
1,vp07,121.24938776053096,109.20684658414594,0.5102157879301239,0.86,shock
2,vp10,189.48604038798138,177.44349921159636,0.17839296606733412,0.7333333333333333,shock
3,vp11,118.87078080779955,106.82823963141453,0.5241873206685922,0.86,shock
4,vp12,149.5309957674847,137.4884545910997,0.37601123399630954,0.82,shock
5,vp13,130.88165656615922,118.8391153897742,0.4669081608139838,0.8533333333333334,shock
6,vp15,126.68583759960859,114.64329642322356,0.4860992113325684,0.8333333333333334,shock
7,vp16,101.39303476256242,89.3504935861774,0.608334657558065,0.8866666666666667,shock
8,vp17,148.88887965526197,136.84633847887696,0.37750318099951863,0.8266666666666667,shock
9,vp18,191.3330843642987,179.2905431879137,0.17626660930539972,0.6733333333333333,shock
10,vp19,137.0231797048266,124.98063852844156,0.43628484475940865,0.8333333333333334,shock
11,vp20,182.84894303823836,170.80640186185335,0.21210858803370014,0.74,shock
12,vp22,118.50978378172607,106.46724260534104,0.5057342673876282,0.8666666666666667,shock
13,vp23,152.00197337985298,139.95943220346797,0.3633667180104164,0.82,shock
14,vp25,172.8525768117509,160.8100356353659,0.2574068290023125,0.7466666666666667,shock
15,vp26,127.63731176205602,115.59477058567099,0.4825121624562826,0.82,shock
16,vp27,106.52337658524908,94.48083540886407,0.5806669302575809,0.8666666666666667,shock
17,vp28,162.13906826031732,150.0965270839323,0.29893512998355154,0.8,shock
18,vp29,218.99568228327533,206.9531411068903,0.04213180883798562,0.66,shock
19,vp30,179.2649001408917,167.2223589645067,0.2342040995055088,0.7866666666666666,shock
20,vp31,183.3541901836077,171.31164900722268,0.21099052396133466,0.74,shock
21,vp32,160.05024250946704,148.00770133308203,0.326705278668331,0.8066666666666666,shock
22,vp33,170.88973557052938,158.84719439414437,0.26512622339586844,0.8133333333333334,shock
23,vp34,137.96269145498073,125.92015027859571,0.4317574544258388,0.82,shock
24,vp35,152.4409358830513,140.3983947066663,0.3619885943131741,0.7933333333333333,shock
25,vp36,135.1274267368638,123.08488556047878,0.43610054933287323,0.8333333333333334,shock
26,vp37,138.2847081278149,126.24216695142987,0.42954514460338244,0.7866666666666666,shock
27,vp38,182.6086006901917,170.5660595138067,0.20081437889676024,0.7333333333333333,shock
28,vp39,126.02465515647884,113.98211398009383,0.4771136319353121,0.8666666666666667,shock
29,vp40,162.49808869151366,150.45554751512864,0.2914941339060757,0.76,shock
