,MID,bic,aic,pseudoR2,pred_acc,task
0,vp06,185.65541652035154,176.62351063806278,0.17852599564242988,0.7933333333333333,loss
1,vp07,171.95665381880158,162.92474793651283,0.24292249795248289,0.7666666666666667,loss
2,vp10,149.0600148511094,140.02810896882065,0.3513793388283226,0.7933333333333333,loss
3,vp11,130.27262305172036,121.24071716943159,0.44552483978446245,0.8533333333333334,loss
4,vp12,129.5474525059138,120.51554662362506,0.44866012723383875,0.8333333333333334,loss
5,vp13,177.950746135257,168.91884025296824,0.21400422663035712,0.76,loss
6,vp15,155.69586999691768,146.66396411462893,0.29392379195651175,0.7933333333333333,loss
7,vp16,132.0851397485407,123.05323386625194,0.42025158649222427,0.8266666666666667,loss
8,vp17,156.73752879500182,147.70562291271307,0.3163465901232645,0.8066666666666666,loss
9,vp18,161.47249283955864,152.4405869572699,0.29350293545263106,0.78,loss
10,vp19,218.95267021993592,209.92076433764717,0.006570703428177782,0.5933333333333334,loss
11,vp20,143.4791885293185,134.44728264702974,0.3794311440977426,0.7933333333333333,loss
12,vp22,164.8294087469061,155.79750286461734,0.25164896133522463,0.7266666666666667,loss
13,vp23,184.69847843287462,175.66657255058587,0.18028790767097502,0.68,loss
14,vp25,120.9306888089812,111.89878292669243,0.4865121096866232,0.84,loss
15,vp26,133.32348882771367,124.29158294542492,0.43106477085417505,0.84,loss
16,vp27,171.4815733897993,162.44966750751055,0.2476361351272912,0.7533333333333333,loss
17,vp28,178.50193570165587,169.4700298193671,0.1752759095120685,0.7133333333333334,loss
18,vp29,216.40055345082237,207.36864756853362,0.029629519443211683,0.6066666666666667,loss
19,vp30,169.97612663838544,160.94422075609668,0.25015712237699794,0.7333333333333333,loss
20,vp31,183.10821869653753,174.07631281424878,0.19162012068874434,0.7533333333333333,loss
21,vp32,180.04706799854216,171.0151621162534,0.20634303190904146,0.7533333333333333,loss
22,vp33,187.34502243570512,178.31311655341636,0.16447860639166345,0.7666666666666667,loss
23,vp34,166.4284784632124,157.39657258092365,0.26959297054603026,0.7333333333333333,loss
24,vp35,138.47698962393625,129.4450837416475,0.40513348687020856,0.7933333333333333,loss
25,vp36,126.8917772085419,117.85987132625313,0.45008939129260506,0.82,loss
26,vp37,153.68876753521812,144.65686165292936,0.332859188415524,0.7666666666666667,loss
27,vp38,209.73582895293916,200.7039230706504,0.055908822271400926,0.6866666666666666,loss
28,vp39,147.022990058828,137.99108417653923,0.36517564604887565,0.7866666666666666,loss
29,vp40,164.11576980424846,155.0838639219597,0.28222952263091594,0.7866666666666666,loss
0,vp06,164.83628742732938,155.80438154504063,0.27922343336293554,0.7666666666666667,gain
1,vp07,181.08880140018394,172.05689551789519,0.1948141178308057,0.7266666666666667,gain
2,vp10,159.06997640750458,150.03807052521583,0.3029367551571427,0.76,gain
3,vp11,138.4459973958956,129.41409151360685,0.3971148824410786,0.7866666666666666,gain
4,vp12,162.44182515001665,153.4099192677279,0.29101721264779157,0.78,gain
5,vp13,157.42380011570464,148.39189423341588,0.31444828964918903,0.76,gain
6,vp15,161.6722133428351,152.64030746054635,0.29253939145006624,0.7266666666666667,gain
7,vp16,118.68452480783876,109.65261892554999,0.49211701790666085,0.8533333333333334,gain
8,vp17,146.01009597685382,136.97819009456506,0.3694000440025702,0.7866666666666666,gain
9,vp18,136.12420098142974,127.09229509914097,0.38577765140580067,0.78,gain
10,vp19,212.5393188367367,203.50741295444794,0.044175212480066395,0.6333333333333333,gain
11,vp20,168.73985760282943,159.70795172054068,0.26082100102525263,0.72,gain
12,vp22,129.2053722350282,120.17346635273944,0.4451644745048652,0.8333333333333334,gain
13,vp23,124.7940096755644,115.76210379327563,0.47188492417231676,0.84,gain
14,vp25,130.1038858832001,121.07198000091134,0.44633671054375335,0.8466666666666667,gain
15,vp26,154.04557491081147,145.0136690285227,0.3272520323467598,0.8,gain
16,vp27,152.45778965809777,143.425883775809,0.3377617494546288,0.7866666666666666,gain
17,vp28,185.79868445236153,176.76677857007277,0.16579421271333739,0.7533333333333333,gain
18,vp29,209.99658124121746,200.9646753589287,0.05648063223925592,0.64,gain
19,vp30,150.38225700662224,141.35035112433349,0.3388055500919981,0.7466666666666667,gain
20,vp31,178.27426803236128,169.24236215007252,0.21497017887696723,0.72,gain
21,vp32,195.2134296526791,186.18152377039036,0.13172763526148112,0.6933333333333334,gain
22,vp33,171.19829397347544,162.1663880911867,0.2486129452853556,0.8133333333333334,gain
23,vp34,168.32940001446164,159.2974941321729,0.2627948847826974,0.72,gain
24,vp35,149.5470325728171,140.51512669052835,0.34902244698610574,0.7733333333333333,gain
25,vp36,161.92741813256194,152.89551225027319,0.29030199708599236,0.7933333333333333,gain
26,vp37,123.33265702353685,114.30075114124809,0.47676531691397694,0.82,gain
27,vp38,170.45484878116324,161.42294289887448,0.2517097626539261,0.7466666666666667,gain
28,vp39,164.68574838497642,155.65384250268767,0.2769756439419929,0.76,gain
29,vp40,133.4060530761739,124.37414719388514,0.42475091401320286,0.7933333333333333,gain
0,vp06,217.82482165122423,208.79291576893547,0.02276614803582644,0.56,shock
1,vp07,123.12271706689222,114.09081118460345,0.47690127125907367,0.8466666666666667,shock
2,vp10,188.17612552029954,179.14421963801078,0.1604487076737835,0.7133333333333334,shock
3,vp11,123.59400250720809,114.56209662491932,0.4773232604204114,0.8666666666666667,shock
4,vp12,151.99160379209516,142.9596979098064,0.34000824119147055,0.8133333333333334,shock
5,vp13,128.2541641948367,119.22225831254795,0.45544619597172586,0.86,shock
6,vp15,124.9381805948165,115.90627471252773,0.47037532457626086,0.8266666666666667,shock
7,vp16,103.79422739286008,94.76232151057131,0.5726501030562141,0.8666666666666667,shock
8,vp17,146.69167998011596,137.6597740978272,0.36391059665497993,0.82,shock
9,vp18,186.8474893625497,177.81558348026095,0.17374169921861282,0.6666666666666666,shock
10,vp19,132.22481334219808,123.19290745990932,0.43526194716575284,0.8266666666666667,shock
11,vp20,184.11375228758217,175.08184640529342,0.18173896616684893,0.7266666666666667,shock
12,vp22,137.6026285897706,128.57072270748185,0.3847445459739597,0.82,shock
13,vp23,152.65978098575715,143.6278751034684,0.33601952996224804,0.78,shock
14,vp25,173.02690059279766,163.9949947105089,0.23221008596711556,0.7733333333333333,shock
15,vp26,128.30729870986812,119.27539282757935,0.4551906401939416,0.82,shock
16,vp27,114.95479716382381,105.92289128153504,0.5154883444346408,0.8466666666666667,shock
17,vp28,173.33306991909873,164.30116403680998,0.2189859438058871,0.7466666666666667,shock
18,vp29,212.03308236298685,203.0011764806981,0.05152962389785687,0.6533333333333333,shock
19,vp30,181.2098222984372,172.17791641614843,0.20075064851557312,0.7333333333333333,shock
20,vp31,181.1804652361275,172.14855935383875,0.19728452589102485,0.7333333333333333,shock
21,vp32,162.09605315282735,153.0641472705386,0.292770946800766,0.7933333333333333,shock
22,vp33,165.16764785120614,156.1357419689174,0.2685921660850955,0.8133333333333334,shock
23,vp34,134.9229369654355,125.89103108314674,0.42226002482830727,0.8266666666666667,shock
24,vp35,149.6793745988078,140.64746871651906,0.35115058624140716,0.7933333333333333,shock
25,vp36,201.44456509022885,192.4126592079401,0.08660467781831682,0.6,shock
26,vp37,131.57520861942305,122.54330273713428,0.4377412506515963,0.7866666666666666,shock
27,vp38,183.53683368971343,174.50492780742468,0.17161850516961097,0.7,shock
28,vp39,137.53602791613147,128.50412203384272,0.39559862473340923,0.8,shock
29,vp40,176.36128136477038,167.32937548248162,0.19762472647498242,0.7266666666666667,shock
