id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number
77850,A27BPRHBM28XZS,89,3/10/17 9:08,1.48914E+12,X,1877,5286,0.76,0.06,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,116,42,42,FALSE,combined,37,4,13,46,0
77852,A27BPRHBM28XZS,90,3/10/17 9:08,1.48914E+12,O,1594,5316,0.56,0.1,left,1,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,25,16,0,FALSE,combined,26,1,24,2,0
77853,A27BPRHBM28XZS,91,3/10/17 9:08,1.48914E+12,O,1476,5316,0.84,0.6,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,31,75,0,FALSE,combined,42,30,8,20,0
77855,A27BPRHBM28XZS,92,3/10/17 9:08,1.48914E+12,X,1473,5316,0.16,0.12,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,74,60,74,FALSE,combined,8,7,42,43,0
77856,A27BPRHBM28XZS,93,3/10/17 9:08,1.48914E+12,X,1146,5316,0.36,0.08,left,1,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,98,71,98,FALSE,combined,18,0,32,5,0
77858,A27BPRHBM28XZS,94,3/10/17 9:08,1.48914E+12,X,1583,5316,0.48,0.72,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,25,55,25,FALSE,combined,24,36,26,14,0
77859,A27BPRHBM28XZS,95,3/10/17 9:08,1.48914E+12,O,1333,5341,0.28,0.94,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-12,-134,0,FALSE,combined,14,46,36,4,0
77861,A27BPRHBM28XZS,96,3/10/17 9:09,1.48914E+12,X,1100,5341,0.78,0.32,right,1,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-11,-4,-4,FALSE,combined,39,2,11,8,0
77862,A27BPRHBM28XZS,97,3/10/17 9:09,1.48914E+12,X,1276,5341,0.38,0.52,right,1,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-13,-9,-9,FALSE,combined,20,0,30,1,0
77864,A27BPRHBM28XZS,98,3/10/17 9:09,1.48914E+12,O,2346,5341,0.36,0.84,right,1,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-47,-99,0,FALSE,combined,19,17,31,3,0
77865,A27BPRHBM28XZS,99,3/10/17 9:09,1.48914E+12,O,1620,5341,0.7,0.54,left,1,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-60,-40,0,FALSE,combined,35,3,15,2,0
77874,A27BPRHBM28XZS,100,3/10/17 9:13,1.48914E+12,O,2832,5337,0.58,0.74,right,1,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-33,-60,0,FALSE,combined,28,18,22,2,0
77875,A27BPRHBM28XZS,101,3/10/17 9:13,1.48914E+12,O,1443,5337,0.12,0.84,right,0.02,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-34,-94,0,FALSE,combined,0,42,1,8,0
77876,A27BPRHBM28XZS,102,3/10/17 9:13,1.48914E+12,X,3531,5337,0.04,0.32,left,0.1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-72,-89,-72,FALSE,combined,0,16,5,34,0
77877,A27BPRHBM28XZS,103,3/10/17 9:13,1.48914E+12,O,1597,5337,0.52,0.76,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-11,-14,0,FALSE,combined,26,37,24,13,0
77878,A27BPRHBM28XZS,104,3/10/17 9:13,1.48914E+12,X,917,5337,0.96,0.08,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-125,-5,-5,FALSE,combined,48,4,2,46,0
77879,A27BPRHBM28XZS,105,3/10/17 9:14,1.48914E+12,O,1799,5337,0.44,0.92,right,0.8,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,5,56,0,FALSE,combined,19,46,21,4,0
77880,A27BPRHBM28XZS,106,3/10/17 9:14,1.48914E+12,O,1593,5337,0.12,0.7,right,1,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,26,73,0,FALSE,combined,6,5,44,5,0
77881,A27BPRHBM28XZS,107,3/10/17 9:14,1.48914E+12,X,934,5337,0.56,0.28,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,11,42,42,FALSE,combined,27,13,23,37,0
77882,A27BPRHBM28XZS,108,3/10/17 9:14,1.48914E+12,O,1131,5337,0.36,0.32,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,23,7,0,FALSE,combined,17,16,33,34,0
77883,A27BPRHBM28XZS,109,3/10/17 9:14,1.48914E+12,X,789,5337,0.28,0.2,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,47,24,47,FALSE,combined,13,11,37,39,0
77884,A27BPRHBM28XZS,110,3/10/17 9:14,1.48914E+12,O,2507,5337,0.18,0.8,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-37,-100,0,FALSE,combined,10,39,40,11,0
77885,A27BPRHBM28XZS,111,3/10/17 9:14,1.48914E+12,X,1947,5337,0.24,0.2,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-39,-75,-39,FALSE,combined,12,9,38,41,0
77886,A27BPRHBM28XZS,112,3/10/17 9:14,1.48914E+12,O,1617,5337,0.56,0.48,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-136,-29,0,FALSE,combined,28,24,22,26,0
77887,A27BPRHBM28XZS,113,3/10/17 9:15,1.48914E+12,O,2059,5337,0.6,0.44,left,0.1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-87,-55,0,FALSE,combined,4,21,1,29,0
77888,A27BPRHBM28XZS,114,3/10/17 9:15,1.48914E+12,X,2795,5337,0.68,0.1,left,1,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-85,-35,-85,FALSE,combined,33,6,17,34,0
77889,A27BPRHBM28XZS,115,3/10/17 9:15,1.48914E+12,X,2110,5337,0.38,0.1,left,1,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,55,42,55,FALSE,combined,19,6,31,34,0
77890,A27BPRHBM28XZS,116,3/10/17 9:15,1.48914E+12,X,1055,5337,0.04,0.52,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,31,31,31,FALSE,combined,3,25,47,25,0
77891,A27BPRHBM28XZS,117,3/10/17 9:15,1.48914E+12,O,799,5337,0.3,0.44,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,5,12,0,FALSE,combined,14,22,36,28,0
77892,A27BPRHBM28XZS,118,3/10/17 9:15,1.48914E+12,X,1903,5337,0.36,0.62,left,0.02,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,38,81,38,FALSE,combined,1,31,0,19,0
77893,A27BPRHBM28XZS,119,3/10/17 9:15,1.48914E+12,X,1596,5337,0.16,0.58,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,7,14,14,FALSE,combined,9,27,41,23,0
77894,A27BPRHBM28XZS,120,3/10/17 9:16,1.48914E+12,X,3367,5351,0.14,0.58,left,1,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-20,-44,-20,FALSE,combined,7,1,43,9,0
77895,A27BPRHBM28XZS,121,3/10/17 9:16,1.48914E+12,X,3115,5351,0.28,0.16,left,1,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-42,-71,-42,FALSE,combined,14,0,36,3,0
77896,A27BPRHBM28XZS,122,3/10/17 9:16,1.48914E+12,X,1823,5351,0.42,0.42,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-15,-17,-17,FALSE,combined,21,21,29,29,0
77897,A27BPRHBM28XZS,123,3/10/17 9:16,1.48914E+12,O,1397,5351,0.78,0.58,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-130,-68,0,FALSE,combined,38,28,12,22,0
77898,A27BPRHBM28XZS,124,3/10/17 9:16,1.48914E+12,X,3456,5351,0.08,0.36,right,0.8,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-70,-97,-97,FALSE,combined,3,19,37,31,0
77899,A27BPRHBM28XZS,125,3/10/17 9:16,1.48914E+12,X,1766,5309,0.32,0.04,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,7,5,5,FALSE,combined,16,2,34,48,0
77900,A27BPRHBM28XZS,126,3/10/17 9:16,1.48914E+12,X,1835,5309,0.08,0.24,left,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,74,78,74,FALSE,combined,1,12,19,38,0
77901,A27BPRHBM28XZS,127,3/10/17 9:16,1.48914E+12,X,1126,5309,0.42,0.08,right,0.06,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,16,15,15,FALSE,combined,1,4,2,46,0
77902,A27BPRHBM28XZS,128,3/10/17 9:17,1.48914E+12,O,1155,5309,0.72,0.64,right,0.02,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,84,74,0,FALSE,combined,0,32,1,18,0
77903,A27BPRHBM28XZS,129,3/10/17 9:17,1.48914E+12,O,1793,5309,0.48,0.36,right,1,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,115,94,0,FALSE,combined,24,3,26,7,0
77904,A27BPRHBM28XZS,130,3/10/17 9:17,1.48914E+12,O,2052,5324,0.12,0.7,right,1,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-16,-46,0,FALSE,combined,7,15,43,5,0
77905,A27BPRHBM28XZS,131,3/10/17 9:17,1.48914E+12,X,1923,5324,0.24,0.2,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-96,-86,-86,FALSE,combined,12,10,38,40,0
77906,A27BPRHBM28XZS,132,3/10/17 9:17,1.48914E+12,O,2085,5324,0.68,0.64,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-29,-48,0,FALSE,combined,33,32,17,18,0
77907,A27BPRHBM28XZS,133,3/10/17 9:17,1.48914E+12,O,1772,5324,0.88,0.12,right,0.06,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-125,-17,0,FALSE,combined,2,7,1,43,0
77908,A27BPRHBM28XZS,134,3/10/17 9:17,1.48914E+12,O,1529,5324,0.2,0.44,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-38,-27,0,FALSE,combined,10,23,40,27,0
77909,A27BPRHBM28XZS,135,3/10/17 9:18,1.48914E+12,X,1706,5238,0.16,0.08,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,6,5,5,FALSE,combined,8,4,42,46,0
77910,A27BPRHBM28XZS,136,3/10/17 9:18,1.48914E+12,X,1560,5238,0.12,0.84,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,34,94,34,FALSE,combined,7,41,43,9,0
77911,A27BPRHBM28XZS,137,3/10/17 9:18,1.48914E+12,O,2622,5238,0.4,0.66,right,0.2,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,54,74,0,FALSE,combined,5,31,5,19,0
77912,A27BPRHBM28XZS,138,3/10/17 9:18,1.48914E+12,X,1475,5238,0.74,0.52,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,8,9,9,FALSE,combined,37,25,13,25,0
77913,A27BPRHBM28XZS,139,3/10/17 9:18,1.48914E+12,X,1392,5238,0.32,0.78,right,1,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,7,27,27,FALSE,combined,16,1,34,0,0
77914,A27BPRHBM28XZS,140,3/10/17 9:18,1.48914E+12,X,1126,5238,0.48,0.08,left,1,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,115,5,115,FALSE,combined,23,3,27,17,0
77915,A27BPRHBM28XZS,141,3/10/17 9:18,1.48914E+12,X,1448,5238,0.24,0.44,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,77,118,77,FALSE,combined,12,23,38,27,0
77916,A27BPRHBM28XZS,142,3/10/17 9:18,1.48914E+12,X,1041,5238,0.14,0.08,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,29,25,25,FALSE,combined,6,4,44,46,0
77917,A27BPRHBM28XZS,143,3/10/17 9:19,1.48914E+12,X,1201,5238,0.32,0.16,right,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,91,84,84,FALSE,combined,7,8,13,42,0
77918,A27BPRHBM28XZS,144,3/10/17 9:19,1.48914E+12,X,1356,5238,0.56,0.52,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,144,114,144,FALSE,combined,28,26,22,24,0
77919,A27BPRHBM28XZS,145,3/10/17 9:19,1.48914E+12,O,1810,5263,0.36,0.62,right,0.2,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-38,-81,0,FALSE,combined,3,31,7,19,0
77920,A27BPRHBM28XZS,146,3/10/17 9:19,1.48914E+12,X,1361,5263,0.32,0.78,right,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-4,-11,-11,FALSE,combined,5,39,15,11,0
77921,A27BPRHBM28XZS,147,3/10/17 9:19,1.48914E+12,X,1634,5263,0.08,0.36,right,0.2,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-70,-97,-97,FALSE,combined,1,18,9,32,0
77922,A27BPRHBM28XZS,148,3/10/17 9:19,1.48914E+12,X,921,5263,0.9,0.44,right,1,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-33,-5,-5,FALSE,combined,46,1,4,4,0
77923,A27BPRHBM28XZS,149,3/10/17 9:19,1.48914E+12,X,1466,5263,0.2,0.32,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-19,-48,-19,FALSE,combined,10,16,40,34,0
77924,A27BPRHBM28XZS,150,3/10/17 9:27,1.48914E+12,X,1780,5263,0.32,0.04,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-7,-5,-7,FALSE,combined,16,2,34,48,0
77925,A27BPRHBM28XZS,151,3/10/17 9:27,1.48914E+12,X,2539,5263,0.08,0.24,left,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-74,-78,-74,FALSE,combined,1,12,19,38,0
77926,A27BPRHBM28XZS,152,3/10/17 9:27,1.48914E+12,X,2799,5263,0.42,0.08,left,0.06,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-16,-15,-16,FALSE,combined,1,4,2,46,0
77927,A27BPRHBM28XZS,153,3/10/17 9:27,1.48914E+12,X,1677,5263,0.72,0.64,right,0.02,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-84,-74,-74,FALSE,combined,0,32,1,18,0
77928,A27BPRHBM28XZS,154,3/10/17 9:27,1.48914E+12,X,1541,5263,0.48,0.36,right,1,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-115,-94,-94,FALSE,combined,24,3,26,7,0
77929,A27BPRHBM28XZS,155,3/10/17 9:27,1.48914E+12,X,1993,5189,0.52,0.4,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,138,106,138,FALSE,combined,25,21,25,29,0
77930,A27BPRHBM28XZS,156,3/10/17 9:27,1.48914E+12,X,1062,5189,0.44,0.52,right,0.1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,9,63,63,FALSE,combined,3,26,2,24,0
77931,A27BPRHBM28XZS,157,3/10/17 9:28,1.48914E+12,X,1416,5189,0.24,0.16,left,1,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,67,66,67,FALSE,combined,12,9,38,31,0
77932,A27BPRHBM28XZS,158,3/10/17 9:28,1.48914E+12,X,1662,5189,0.24,0.44,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,30,48,30,FALSE,combined,12,22,38,28,0
77933,A27BPRHBM28XZS,159,3/10/17 9:28,1.48914E+12,X,1843,5189,0.32,0.16,right,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,93,82,82,FALSE,combined,5,8,15,42,0
77934,A27BPRHBM28XZS,160,3/10/17 9:28,1.48914E+12,X,2024,5252,0.1,0.56,left,0.02,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-16,-25,-16,FALSE,combined,1,26,0,24,0
77935,A27BPRHBM28XZS,161,3/10/17 9:28,1.48914E+12,O,2042,5252,0.66,0.74,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-44,-61,0,FALSE,combined,33,36,17,14,0
77936,A27BPRHBM28XZS,162,3/10/17 9:28,1.48914E+12,X,1242,5252,0.26,0.1,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-4,-15,-4,FALSE,combined,12,5,38,45,0
77937,A27BPRHBM28XZS,163,3/10/17 9:28,1.48914E+12,O,1622,5252,0.56,0.56,left,1,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-74,-60,0,FALSE,combined,26,2,24,1,0
77938,A27BPRHBM28XZS,164,3/10/17 9:28,1.48914E+12,O,1150,5252,0.04,0.22,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-11,-2,0,FALSE,combined,2,12,48,38,0
77939,A27BPRHBM28XZS,165,3/10/17 9:29,1.48914E+12,X,2044,5248,0.18,0.8,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,37,100,37,FALSE,combined,10,39,40,11,0
77940,A27BPRHBM28XZS,166,3/10/17 9:29,1.48914E+12,X,1202,5248,0.24,0.2,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,39,75,75,FALSE,combined,12,9,38,41,0
77941,A27BPRHBM28XZS,167,3/10/17 9:29,1.48914E+12,O,1482,5248,0.56,0.48,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,136,29,0,FALSE,combined,28,24,22,26,0
77942,A27BPRHBM28XZS,168,3/10/17 9:29,1.48914E+12,X,1302,5248,0.6,0.44,left,0.1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,87,55,87,FALSE,combined,4,21,1,29,0
77943,A27BPRHBM28XZS,169,3/10/17 9:29,1.48914E+12,O,1794,5248,0.68,0.1,right,1,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,85,35,0,FALSE,combined,33,6,17,34,0
77944,A27BPRHBM28XZS,170,3/10/17 9:29,1.48914E+12,X,1216,5248,0.12,0.7,right,1,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,16,46,46,FALSE,combined,7,15,43,5,0
77945,A27BPRHBM28XZS,171,3/10/17 9:29,1.48914E+12,X,1512,5248,0.24,0.2,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,96,86,96,FALSE,combined,12,10,38,40,0
77946,A27BPRHBM28XZS,172,3/10/17 9:29,1.48914E+12,O,1631,5248,0.68,0.64,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,29,48,0,FALSE,combined,33,32,17,18,0
77947,A27BPRHBM28XZS,173,3/10/17 9:30,1.48914E+12,O,1007,5248,0.88,0.12,left,0.06,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,125,17,0,FALSE,combined,2,7,1,43,0
77948,A27BPRHBM28XZS,174,3/10/17 9:30,1.48914E+12,X,1680,5248,0.2,0.44,left,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,38,27,38,FALSE,combined,10,23,40,27,0
77949,A27BPRHBM28XZS,175,3/10/17 9:30,1.48914E+12,X,1624,5294,0.52,0.4,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-138,-106,-106,FALSE,combined,25,20,25,30,0
77950,A27BPRHBM28XZS,176,3/10/17 9:30,1.48914E+12,O,756,5294,0.44,0.52,left,0.1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-9,-63,0,FALSE,combined,3,26,2,24,0
77951,A27BPRHBM28XZS,177,3/10/17 9:30,1.48914E+12,O,4049,5294,0.24,0.16,left,1,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-67,-66,0,FALSE,combined,12,9,38,31,0
77952,A27BPRHBM28XZS,178,3/10/17 9:30,1.48914E+12,X,1623,5294,0.24,0.44,right,1,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-30,-48,-48,FALSE,combined,12,22,38,28,0
77953,A27BPRHBM28XZS,179,3/10/17 9:30,1.48914E+12,X,1396,5294,0.32,0.16,left,0.4,1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-93,-82,-93,FALSE,combined,5,8,15,42,0
77954,A27BPRHBM28XZS,180,3/10/17 9:31,1.48914E+12,X,1503,5246,0.56,0.1,right,1,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-25,-16,-16,FALSE,combined,26,0,24,3,0
