Eyetracker File is:	Ambi_vp02_block3_1848210817.edfScanner Trigger at times:	42000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.2	0.28	1	1	38	42	4400	5000	3500	1500	3500	0	0	0	10012	15578	15595	19112	Not shocked this trial	No picture this trial	20627	blah_de_blah_de_blah	1	1149	bet_right	Nothing yet	1	1	0	3	42	1	0	0	0	42	Not fifth trial	blah	3333333	43250	63875	53260	57677	58826	58844	62360	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	43248
90	0.2	0.32	1	1	80	89	3700	5000	4000	1500	4400	0	0	0	1	3999	4017	8033	Not shocked this trial	No picture this trial	9548	blah_de_blah_de_blah	2	283	bet_right	Nothing yet	1	1	0	1	89	1	1	0	0	89	Not fifth trial	blah	3333333	Not_first_trial	76940	67393	71108	71391	71409	75425	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	67392
40	0.44	0.12	1	1	114	78	4000	5000	5600	1500	5400	0	0	0	1	4299	4317	9933	Not shocked this trial	No picture this trial	11448	blah_de_blah_de_blah	3	283	bet_left	Nothing yet	1	1	0	3	114	1	1	1	0	114	Not fifth trial	blah	3333333	Not_first_trial	92805	81358	85373	85656	85674	91290	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	81357
40	0.92	0.48	0.1	1	63	58	4200	5000	5300	1500	5200	0	0	0	2	4466	4484	9800	Not shocked this trial	No picture this trial	11315	blah_de_blah_de_blah	4	249	bet_left	Nothing yet	0	0	0	2	0	1	1	1	1	0	Not fifth trial	blah	3333333	Not_first_trial	109536	98223	102438	102687	102705	108021	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	98221
90	0.04	0.4	1	1	5	25	4300	5000	2600	1500	3600	2000	2500	2300	1	4732	4750	7366	13415	10900	15898	13595	5	416	bet_right	Nothing yet	0	0	15	2	0	1	1	1	2	0	89	blah	3333333	Not_first_trial	130651	114754	119069	119485	119503	122119	123635	125653	128168	128348	114753
40	0.64	0.72	0.06	1	74	84	3900	5000	5100	1500	3500	0	0	0	2	4299	4317	9433	Not shocked this trial	No picture this trial	10949	blah_de_blah_de_blah	6	382	bet_left	Nothing yet	0	0	15	1	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	145216	134269	138184	138566	138584	143700	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	134267
90	0.56	0.48	0.2	1	68	29	4900	5000	4300	1500	4200	0	0	0	1	5166	5183	9500	Not shocked this trial	No picture this trial	11015	blah_de_blah_de_blah	7	249	bet_right	Nothing yet	0	0	15	1	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	159747	148733	153649	153898	153916	158232	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	148732
90	0.28	0.76	0.4	1	7	21	4100	5000	5400	1500	3600	0	0	0	2	4433	4451	9867	Not shocked this trial	No picture this trial	11382	blah_de_blah_de_blah	8	316	bet_right	Nothing yet	0	1	15	3	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	175345	163965	168080	168396	168414	173830	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	163963
90	0.12	0.4	1	1	17	50	5300	5000	4000	1500	4500	0	0	0	1	5832	5850	9866	Not shocked this trial	No picture this trial	11382	blah_de_blah_de_blah	9	516	bet_right	Nothing yet	1	1	15	2	50	1	0	0	3	50	Not fifth trial	blah	3333333	Not_first_trial	190344	178963	184278	184794	184812	188828	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	178962
40	0.56	0.48	0.02	1	68	29	5100	5000	2000	1500	4000	3300	2500	2700	1	5466	5483	7500	14848	12333	17564	14848	10	350	bet_left	Nothing yet	1	0	0	2	0	1	0	0	4	0	0	blah	3333333	Not_first_trial	212424	194861	199976	200326	200343	202360	203875	207193	209708	209708	194860
