Scanner Trigger at times:	0	3000	6000	9000	12000	15000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.84	0.24	1	1	36	21	3000	5000	1000	2000	2000	0	0	0	10014	13780	13797	14814	Not shocked this trial	No picture this trial	16829	blah_de_blah_de_blah	1	750	bet_right	Nothing yet	0	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	15001	31829	25014	28030	28780	28797	29814	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
40	0.76	0.64	1	1	78	101	3000	5000	1000	2000	2000	0	0	0	1	3533	3550	4567	Not shocked this trial	No picture this trial	6582	blah_de_blah_de_blah	2	516	bet_left	Nothing yet	0	1	0	2	78	0	1	0	1	78	Not fifth trial	blah	3333333	Not_first_trial	40428	33847	36863	37379	37396	38413	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	33846
90	0.66	0.36	0.8	1	21	68	3000	5000	1000	2000	2000	0	0	0	1	3433	3450	4467	Not shocked this trial	No picture this trial	6482	blah_de_blah_de_blah	3	416	bet_right	Nothing yet	0	0	0	1	0	0	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	48927	42446	45462	45878	45895	46912	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	42445
40	0.76	0.92	1	0.1	8	12	3000	5000	1000	2000	2000	0	0	0	1	4133	4150	5167	Not shocked this trial	No picture this trial	7182	blah_de_blah_de_blah	4	1116	bet_left	Nothing yet	0	1	0	4	8	1	1	0	2	8	Not fifth trial	blah	3333333	Not_first_trial	58126	50945	53961	55077	55094	56111	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	50944
90	0.88	0.38	1	1	7	20	3000	5000	1000	2000	2000	2000	2000	4000	1	4899	4917	5933	11982	9967	15998	11982	5	1882	bet_right	Nothing yet	0	1	0	1	0	1	1	0	3	0	0	blah	3333333	Not_first_trial	76141	60144	63160	65042	65060	66076	68092	70110	72125	72125	60143
90	0.96	0.6	1	1	16	8	3000	5000	1000	2000	2000	0	0	0	1	3466	3483	4500	Not shocked this trial	No picture this trial	6515	blah_de_blah_de_blah	6	450	bet_right	Nothing yet	1	1	0	4	8	1	0	0	0	8	Not fifth trial	blah	3333333	Not_first_trial	84673	78159	81174	81624	81641	82658	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	78158
40	0.36	0.92	1	0.06	98	90	3000	5000	1000	2000	2000	0	0	0	1	3700	3717	4733	Not shocked this trial	No picture this trial	6749	blah_de_blah_de_blah	7	683	bet_left	Nothing yet	1	0	0	2	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	93439	86691	89707	90390	90407	91424	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	86690
90	0.76	0.68	0.02	1	88	80	3000	5000	1000	2000	2000	0	0	0	1	3833	3850	4867	Not shocked this trial	No picture this trial	6882	blah_de_blah_de_blah	8	817	bet_right	Nothing yet	0	1	0	5	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	102338	95457	98472	99289	99306	100323	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	95456
90	0.96	0.32	1	1	15	53	3000	5000	1000	2000	2000	0	0	0	1	3433	3450	4467	Not shocked this trial	No picture this trial	6482	blah_de_blah_de_blah	9	416	bet_right	Nothing yet	0	1	0	3	0	1	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	110837	104356	107372	107788	107805	108822	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	104355
40	0.66	0.7	1	1	22	23	3000	5000	1000	2000	2000	2000	2000	4000	1	5432	5450	6467	12515	10500	16565	12551	10	2415	bet_left	Nothing yet	1	1	3	5	22	2	0	0	3	22	22	blah	3333333	Not_first_trial	129419	112855	115871	118286	118304	119321	121336	123354	125369	125405	112854
90	0.24	0.72	1	0.2	40	7	3000	5000	1000	2000	2000	0	0	0	2	3700	3717	4734	Not shocked this trial	No picture this trial	6749	blah_de_blah_de_blah	11	683	bet_right	Nothing yet	1	1	3	5	7	1	0	0	0	7	Not fifth trial	blah	3333333	Not_first_trial	138184	131437	134452	135135	135152	136169	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	131435
90	0.48	0.4	1	1	63	13	3000	5000	1000	2000	2000	0	0	0	1	3499	3517	4533	Not shocked this trial	No picture this trial	6549	blah_de_blah_de_blah	12	482	bet_right	Nothing yet	1	1	3	5	13	2	0	0	0	13	Not fifth trial	blah	3333333	Not_first_trial	146750	140202	143218	143700	143718	144734	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	140201
40	0.28	0.66	0.06	1	88	38	3000	5000	1000	2000	2000	0	0	0	1	3832	3850	4866	Not shocked this trial	No picture this trial	6882	blah_de_blah_de_blah	13	816	bet_left	Nothing yet	1	1	3	2	88	2	1	0	0	88	Not fifth trial	blah	3333333	Not_first_trial	155649	148768	151783	152599	152617	153633	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	148767
90	0.66	0.94	1	1	15	5	3000	5000	1000	2000	2000	0	0	0	1	3499	3517	4533	Not shocked this trial	No picture this trial	6549	blah_de_blah_de_blah	14	483	bet_right	Nothing yet	1	1	3	3	5	3	1	0	0	5	Not fifth trial	blah	3333333	Not_first_trial	164215	157667	160682	161165	161183	162199	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	157666
