Scanner Trigger at times:	0	3000	6000	9000	12000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.2	0.28	1	1	38	42	4400	5000	3500	1500	3500	0	0	0	10014	14946	14963	18480	Not shocked this trial	No picture this trial	19995	blah_de_blah_de_blah	1	516	bet_right	Nothing yet	1	1	0	4	42	1	0	0	0	42	Not fifth trial	blah	3333333	15001	34995	25014	29430	29946	29963	33480	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
90	0.2	0.32	1	1	80	89	3700	5000	4000	1500	4400	0	0	0	1	4099	4117	8133	Not shocked this trial	No picture this trial	9648	blah_de_blah_de_blah	2	383	bet_right	Nothing yet	0	1	0	1	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	48160	38513	42228	42611	42629	46645	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	38512
90	0.44	0.12	1	1	114	78	4000	5000	5600	1500	5400	0	0	0	1	4932	4950	10566	Not shocked this trial	No picture this trial	12081	blah_de_blah_de_blah	3	916	bet_right	Nothing yet	1	1	0	2	78	1	1	0	1	78	Not fifth trial	blah	3333333	Not_first_trial	64658	52578	56593	57509	57527	63143	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	52577
40	0.92	0.48	0.1	1	63	58	4200	5000	5300	1500	5200	0	0	0	1	4632	4650	9966	Not shocked this trial	No picture this trial	11481	blah_de_blah_de_blah	4	416	bet_left	Nothing yet	0	0	0	2	0	1	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	81556	70076	74291	74707	74725	80041	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	70075
90	0.04	0.4	1	1	5	25	4300	5000	2600	1500	3600	2000	2500	2300	1	4732	4750	7366	13415	10899	15731	13415	5	416	bet_right	Nothing yet	0	1	0	2	0	1	1	0	3	0	0	blah	3333333	Not_first_trial	102504	86774	91089	91505	91523	94139	95655	97672	100188	100188	86773
40	0.64	0.72	0.06	1	74	84	3900	5000	5100	1500	3500	0	0	0	2	4666	4684	9800	Not shocked this trial	No picture this trial	11316	blah_de_blah_de_blah	6	749	bet_left	Nothing yet	0	1	0	4	74	0	1	0	0	74	Not fifth trial	blah	3333333	Not_first_trial	117436	106122	110037	110786	110804	115920	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	106120
90	0.56	0.48	0.2	1	68	29	4900	5000	4300	1500	4200	0	0	0	1	5666	5683	9999	Not shocked this trial	No picture this trial	11515	blah_de_blah_de_blah	7	750	bet_right	Nothing yet	0	1	0	3	0	0	1	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	132467	120953	125868	126618	126635	130951	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	120952
90	0.28	0.76	0.4	1	7	21	4100	5000	5400	1500	3600	0	0	0	2	4566	4584	10000	Not shocked this trial	No picture this trial	11516	blah_de_blah_de_blah	8	449	bet_right	Nothing yet	0	1	0	4	0	0	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	148199	136685	140800	141249	141267	146683	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	136683
90	0.12	0.4	1	1	17	50	5300	5000	4000	1500	4500	0	0	0	1	7466	7483	11499	Not shocked this trial	No picture this trial	13015	blah_de_blah_de_blah	9	2150	bet_right	Nothing yet	1	1	0	5	50	1	1	0	2	50	Not fifth trial	blah	3333333	Not_first_trial	164830	151816	157131	159281	159298	163314	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	151815
90	0.56	0.48	0.02	1	68	29	5100	5000	2000	1500	4000	3300	2500	2700	1	5666	5684	7700	15048	12533	17798	15084	10	549	bet_right	Nothing yet	0	0	3	1	0	1	1	0	3	0	74	blah	3333333	Not_first_trial	187144	169347	174463	175012	175030	177046	178562	181879	184394	184430	169346
