Eyetracker File is:	Ambi_vp02_block1_1811210817.edfScanner Trigger at times:	27000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 40	0.64	0.4	1	1	72	60	5200	5000	3200	1500	5100	0	0	0	10005	15837	15855	19071	Not shocked this trial	No picture this trial	20587	blah_de_blah_de_blah	1	615	bet_left	Nothing yet	1	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	28542	49127	38545	43762	44377	44395	47611	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	28540
40	0.12	0.06	1	1	30	29	2700	5000	3500	1500	3800	0	0	0	2	3166	3184	6700	Not shocked this trial	No picture this trial	8216	blah_de_blah_de_blah	2	449	bet_left	Nothing yet	1	1	0	5	30	1	0	0	1	30	Not fifth trial	blah	3333333	Not_first_trial	62459	54245	56960	57409	57427	60943	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	54243
90	0.16	0.68	1	1	18	47	2900	5000	3100	1500	5000	0	0	0	2	3366	3384	6500	Not shocked this trial	No picture this trial	8016	blah_de_blah_de_blah	3	449	bet_right	Nothing yet	1	1	0	4	47	2	0	0	1	47	Not fifth trial	blah	3333333	Not_first_trial	74291	66277	69192	69641	69659	72775	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	66275
40	0.84	0.12	0.8	1	94	34	3600	5000	4700	1500	5300	0	0	0	1	4066	4083	8800	Not shocked this trial	No picture this trial	10315	blah_de_blah_de_blah	4	449	bet_left	Nothing yet	0	0	0	3	0	2	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	89622	79308	82924	83373	83390	88107	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	79307
40	0.76	0.06	1	1	116	42	3900	5000	3300	1500	4800	3800	2500	4000	2	4233	4251	7567	15415	12900	19565	15559	5	316	bet_left	Nothing yet	1	0	12	3	0	2	0	0	3	0	47	blah	3333333	Not_first_trial	114503	94940	98855	99171	99189	102505	104020	107838	110353	110497	94938
40	0.38	0.26	0.4	1	48	51	3400	5000	5300	1500	4200	0	0	0	1	3799	3817	9133	Not shocked this trial	No picture this trial	10648	blah_de_blah_de_blah	6	382	bet_left	Nothing yet	1	1	12	4	48	1	0	0	0	48	Not fifth trial	blah	3333333	Not_first_trial	129967	119320	122736	123118	123136	128452	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	119319
40	0.08	0.64	1	0.8	5	42	4400	5000	2700	1500	3200	0	0	0	1	5232	5250	7966	Not shocked this trial	No picture this trial	9482	blah_de_blah_de_blah	7	816	bet_left	Nothing yet	0	1	12	3	5	2	0	0	0	5	Not fifth trial	blah	3333333	Not_first_trial	143666	134185	138600	139416	139434	142150	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	134184
40	0.68	0.56	1	1	39	42	5300	5000	3800	1500	4000	0	0	0	2	5599	5617	9433	Not shocked this trial	No picture this trial	10949	blah_de_blah_de_blah	8	282	bet_left	Nothing yet	0	1	12	5	39	3	0	0	0	39	Not fifth trial	blah	3333333	Not_first_trial	157831	146884	152199	152481	152499	156315	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	146882
90	0.08	0.36	1	0.08	70	97	3400	5000	2100	1500	5100	0	0	0	1	4166	4184	6300	Not shocked this trial	No picture this trial	7816	blah_de_blah_de_blah	9	749	bet_right	Nothing yet	1	1	12	1	97	3	1	0	0	97	Not fifth trial	blah	3333333	Not_first_trial	169663	161848	165264	166013	166031	168147	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	161847
90	0.74	0.58	1	0.04	60	33	4700	5000	3500	1500	4600	2500	2500	3700	1	4999	5017	8533	15081	12566	18931	15225	10	283	bet_right	Nothing yet	1	0	12	1	33	4	1	0	0	33	48	blah	3333333	Not_first_trial	193710	174780	179495	179778	179796	183312	184828	187345	189860	190004	174779
