Scanner Trigger at times:	0	3000	6000	9000	12000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.44	0.9	0.06	1	25	16	3000	5000	1000	2000	2000	0	0	0	10014	14346	14364	15380	Not shocked this trial	No picture this trial	17396	blah_de_blah_de_blah	1	1316	bet_right	Nothing yet	1	1	0	4	16	1	0	0	0	16	Not fifth trial	blah	3333333	15001	32396	25014	28030	29346	29364	30380	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
40	0.16	0.4	1	1	31	75	3000	5000	1000	2000	2000	0	0	0	2	3500	3517	4534	Not shocked this trial	No picture this trial	6550	blah_de_blah_de_blah	2	483	bet_left	Nothing yet	0	1	0	3	31	2	0	0	0	31	Not fifth trial	blah	3333333	Not_first_trial	40962	34414	37429	37912	37929	38946	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	34412
90	0.84	0.88	1	1	74	60	3000	5000	1000	2000	2000	0	0	0	1	4233	4250	5267	Not shocked this trial	No picture this trial	7283	blah_de_blah_de_blah	3	1216	bet_right	Nothing yet	1	1	0	1	60	2	1	0	0	60	Not fifth trial	blah	3333333	Not_first_trial	50261	42979	45995	47211	47228	48245	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	42978
90	0.64	0.92	0.1	1	98	80	3000	5000	1000	2000	2000	0	0	0	1	3466	3484	4500	Not shocked this trial	No picture this trial	6516	blah_de_blah_de_blah	4	449	bet_right	Nothing yet	1	1	0	2	80	2	2	0	0	80	Not fifth trial	blah	3333333	Not_first_trial	58793	52278	55294	55743	55761	56777	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	52277
90	0.52	0.28	1	1	25	55	3000	5000	1000	2000	2000	2000	2000	4000	1	3499	3517	4533	10582	8566	14681	10678	5	483	bet_right	Nothing yet	0	1	8	4	0	2	2	0	1	0	80	blah	3333333	Not_first_trial	75491	60811	63826	64309	64327	65343	67359	69376	71392	71488	60810
40	0.56	0.4	1	0.8	25	56	3000	5000	1000	2000	2000	0	0	0	1	3299	3317	4333	Not shocked this trial	No picture this trial	6349	blah_de_blah_de_blah	6	283	bet_left	Nothing yet	1	0	8	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	83857	77509	80524	80807	80825	81841	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	77508
40	0.88	0.3	0.2	1	26	73	3000	5000	1000	2000	2000	0	0	0	2	3633	3651	4667	Not shocked this trial	No picture this trial	6683	blah_de_blah_de_blah	7	616	bet_left	Nothing yet	0	1	8	2	26	1	0	0	1	26	Not fifth trial	blah	3333333	Not_first_trial	92556	85875	88890	89506	89524	90540	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	85873
40	0.44	0.72	1	1	11	42	3000	5000	1000	2000	2000	0	0	0	1	3332	3350	4366	Not shocked this trial	No picture this trial	6382	blah_de_blah_de_blah	8	316	bet_left	Nothing yet	1	0	8	4	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	100955	94574	97589	97905	97923	98939	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	94573
90	0.64	0.68	1	1	23	7	3000	5000	1000	2000	2000	0	0	0	1	3599	3617	4633	Not shocked this trial	No picture this trial	6649	blah_de_blah_de_blah	9	583	bet_right	Nothing yet	0	1	8	2	0	1	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	109621	102973	105988	106571	106589	107605	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	102972
90	0.72	0.8	1	1	47	24	3000	5000	1000	2000	2000	2000	2000	4000	2	3333	3351	4367	10416	8400	14465	10464	10	316	bet_right	Nothing yet	1	0	4	2	24	2	0	0	3	24	26	blah	3333333	Not_first_trial	126102	111639	114654	114970	114988	116004	118020	120037	122053	122101	111637
