Eyetracker File is:	Ambi_vp01_block1_1444210817.edfScanner Trigger at times:	93000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 40	0.64	0.4	1	1	72	60	5200	5000	3200	1500	5100	0	0	0	10011	17976	17994	21210	Not shocked this trial	No picture this trial	22726	blah_de_blah_de_blah	1	2748	bet_left	Nothing yet	1	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	93494	116219	103504	108721	111469	111487	114704	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	93493
40	0.12	0.06	1	1	30	29	2700	5000	3500	1500	3800	0	0	0	2	5399	5417	8933	Not shocked this trial	No picture this trial	10449	blah_de_blah_de_blah	2	2682	bet_left	Nothing yet	1	1	0	4	30	1	0	0	1	30	Not fifth trial	blah	3333333	Not_first_trial	131784	121337	124052	126734	126752	130268	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	121335
90	0.16	0.68	1	1	18	47	2900	5000	3100	1500	5000	0	0	0	2	3666	3684	6800	Not shocked this trial	No picture this trial	8316	blah_de_blah_de_blah	3	749	bet_right	Nothing yet	0	1	0	1	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	143916	135602	138517	139266	139284	142400	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	135600
40	0.84	0.12	0.8	1	94	34	3600	5000	4700	1500	5300	0	0	0	1	4266	4284	9000	Not shocked this trial	No picture this trial	10515	blah_de_blah_de_blah	4	649	bet_left	Nothing yet	1	0	0	4	0	1	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	159447	148933	152549	153198	153216	157932	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	148932
40	0.76	0.06	1	1	116	42	3900	5000	3300	1500	4800	3800	2500	4000	2	5466	5484	8800	16648	14133	20664	16649	5	1549	bet_left	Nothing yet	1	0	0	5	0	1	0	0	4	0	0	blah	3333333	Not_first_trial	185427	164765	168680	170229	170247	173563	175079	178896	181411	181412	164763
40	0.38	0.26	0.4	1	48	51	3400	5000	5300	1500	4200	0	0	0	1	4032	4050	9366	Not shocked this trial	No picture this trial	10882	blah_de_blah_de_blah	6	616	bet_left	Nothing yet	0	1	0	3	48	1	0	0	0	48	Not fifth trial	blah	3333333	Not_first_trial	201126	190245	193660	194276	194294	199610	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	190244
90	0.08	0.64	1	0.8	5	42	4400	5000	2700	1500	3200	0	0	0	1	5432	5450	8166	Not shocked this trial	No picture this trial	9682	blah_de_blah_de_blah	7	1015	bet_right	Nothing yet	0	1	0	3	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	215024	205343	209759	210774	210792	213508	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	205342
40	0.68	0.56	1	1	39	42	5300	5000	3800	1500	4000	0	0	0	2	6466	6484	10300	Not shocked this trial	No picture this trial	11816	blah_de_blah_de_blah	8	1149	bet_left	Nothing yet	0	0	0	5	0	1	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	230056	218242	223557	224706	224724	228540	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	218240
90	0.08	0.36	1	0.08	70	97	3400	5000	2100	1500	5100	0	0	0	1	4333	4350	6467	Not shocked this trial	No picture this trial	7982	blah_de_blah_de_blah	9	916	bet_right	Nothing yet	1	1	0	5	97	1	1	0	2	97	Not fifth trial	blah	3333333	Not_first_trial	242054	234073	237489	238405	238422	240539	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	234072
90	0.74	0.58	1	0.04	60	33	4700	5000	3500	1500	4600	2500	2500	3700	2	5533	5550	9067	15615	13100	19331	15615	10	816	bet_right	Nothing yet	0	1	0	5	0	1	1	0	3	0	0	blah	3333333	Not_first_trial	266501	247172	251887	252703	252720	256237	257752	260270	262785	262785	247170
