Eyetracker File is:	Ambi_vp02_block2_1826210817.edfScanner Trigger at times:	153000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.18	0.8	1	1	37	100	5300	5000	4000	1500	3300	0	0	0	10010	16008	16026	20042	Not shocked this trial	No picture this trial	21558	blah_de_blah_de_blah	1	682	bet_right	Nothing yet	0	1	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	155155	176712	165164	170480	171162	171180	175196	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	155154
40	0.24	0.2	1	1	39	75	2500	5000	5000	1500	5100	0	0	0	2	2766	2784	7800	Not shocked this trial	No picture this trial	9316	blah_de_blah_de_blah	2	249	bet_left	Nothing yet	1	1	0	4	39	1	0	0	1	39	Not fifth trial	blah	3333333	Not_first_trial	189344	180030	182545	182794	182812	187828	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	180028
90	0.56	0.48	1	1	136	29	4300	5000	4400	1500	3600	0	0	0	1	4632	4650	9066	Not shocked this trial	No picture this trial	10582	blah_de_blah_de_blah	3	315	bet_right	Nothing yet	1	1	0	4	29	2	0	0	1	29	Not fifth trial	blah	3333333	Not_first_trial	205042	194461	198777	199092	199110	203526	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	194460
90	0.36	0.62	1	0.08	38	61	2500	5000	2700	1500	5100	0	0	0	2	3400	3417	6134	Not shocked this trial	No picture this trial	7649	blah_de_blah_de_blah	4	883	bet_right	Nothing yet	0	1	0	4	0	2	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	216307	208660	211175	212058	212075	214792	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	208658
40	0.6	0.44	1	0.1	87	55	3200	5000	3100	1500	4500	3000	2500	2700	2	3566	3584	6700	13749	11233	16465	13749	5	349	bet_left	Nothing yet	1	0	0	5	0	2	0	0	3	0	0	blah	3333333	Not_first_trial	237888	221425	224640	224989	225007	228123	229639	232656	235172	235172	221423
40	0.68	0.1	0.8	1	85	35	2700	5000	2800	1500	5200	0	0	0	2	2966	2984	5800	Not shocked this trial	No picture this trial	7316	blah_de_blah_de_blah	6	249	bet_left	Nothing yet	1	0	0	3	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	249720	242406	245121	245370	245388	248204	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	242404
90	0.1	0.56	1	0.02	16	25	4400	5000	2400	1500	3500	0	0	0	2	5233	5250	7667	Not shocked this trial	No picture this trial	9182	blah_de_blah_de_blah	7	816	bet_right	Nothing yet	1	1	0	5	25	1	0	0	1	25	Not fifth trial	blah	3333333	Not_first_trial	264118	254938	259353	260169	260186	262603	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	254936
40	0.66	0.74	1	1	44	61	3200	5000	3800	1500	4000	0	0	0	1	3999	4017	7833	Not shocked this trial	No picture this trial	9348	blah_de_blah_de_blah	8	783	bet_left	Nothing yet	0	1	0	5	44	2	0	0	1	44	Not fifth trial	blah	3333333	Not_first_trial	276983	267636	270851	271634	271652	275468	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	267635
90	0.12	0.28	1	1	57	83	5200	5000	4400	1500	3300	0	0	0	1	5566	5583	9999	Not shocked this trial	No picture this trial	11515	blah_de_blah_de_blah	9	350	bet_right	Nothing yet	1	1	0	5	83	2	1	0	1	83	Not fifth trial	blah	3333333	Not_first_trial	292515	281001	286216	286566	286583	290999	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	281000
40	0.52	0.44	0.08	1	24	35	4100	5000	3700	1500	6000	3100	2500	3500	2	4533	4550	8267	15415	12900	19098	15583	10	416	bet_left	Nothing yet	1	0	14	4	0	2	1	0	2	0	83	blah	3333333	Not_first_trial	314929	295833	299948	300364	300382	304098	305613	308731	311246	311414	295831
40	0.26	0.1	1	1	4	15	4800	5000	5300	1500	5600	0	0	0	2	5166	5183	10500	Not shocked this trial	No picture this trial	12015	blah_de_blah_de_blah	11	349	bet_left	Nothing yet	1	1	14	1	4	1	0	0	0	4	Not fifth trial	blah	3333333	Not_first_trial	332960	320947	325762	326111	326129	331445	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	320945
40	0.56	0.56	0.06	1	74	60	2600	5000	4100	1500	3100	0	0	0	2	2933	2951	7067	Not shocked this trial	No picture this trial	8582	blah_de_blah_de_blah	12	316	bet_left	Nothing yet	1	0	14	3	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	347158	338578	341193	341509	341527	345643	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	338576
90	0.04	0.22	1	1	11	2	4300	5000	4000	1500	5300	0	0	0	1	4666	4683	8700	Not shocked this trial	No picture this trial	10215	blah_de_blah_de_blah	13	349	bet_right	Nothing yet	1	1	14	4	2	2	0	0	1	2	Not fifth trial	blah	3333333	Not_first_trial	360490	350276	354592	354941	354958	358975	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	350275
90	0.58	0.74	0.4	1	33	60	3200	5000	2500	1500	4000	0	0	0	2	4033	4051	6567	Not shocked this trial	No picture this trial	8083	blah_de_blah_de_blah	14	816	bet_right	Nothing yet	0	0	14	5	0	2	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	373889	365808	369023	369839	369857	372373	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	365806
90	0.48	0.68	1	1	58	94	3000	5000	2700	1500	4300	2000	2500	3600	1	3299	3317	6033	12082	9566	15698	12082	15	282	bet_right	Nothing yet	1	0	0	4	94	2	1	0	2	94	0	blah	3333333	Not_first_trial	393603	377906	380922	381204	381222	383938	385454	387471	389987	389987	377905
90	0.12	0.84	1	0.02	34	94	3000	5000	3200	1500	3100	0	0	0	2	3400	3417	6634	Not shocked this trial	No picture this trial	8149	blah_de_blah_de_blah	16	383	bet_right	Nothing yet	0	1	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	406068	397921	400936	401319	401336	404553	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	397919
90	0.04	0.32	1	0.1	72	89	5300	5000	3000	1500	4300	0	0	0	1	6132	6150	9166	Not shocked this trial	No picture this trial	10681	blah_de_blah_de_blah	17	816	bet_right	Nothing yet	1	1	0	1	89	0	1	0	1	89	Not fifth trial	blah	3333333	Not_first_trial	419866	409186	414501	415317	415335	418351	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	409185
