Scanner Trigger at times:	0	3000	6000	9000	12000	15000	15000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
 90	0.28	0.36	1	0.02	100	74	3000	8000	1000	2000	2000	0	0	0	10013	12546	12563	13580	Not shocked this trial	No picture this trial	15596	blah_de_blah_de_blah	1	2516	bet_right	Nothing yet	0	0	0	4	0	0	0	0	1	0	Not fifth trial	blah	3333333	15001	30596	25013	25030	27546	27563	28580	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	15000
40	0.28	0.4	1	1	11	16	3000	8000	1000	2000	2000	0	0	0	2	2066	2084	3100	Not shocked this trial	No picture this trial	5116	blah_de_blah_de_blah	2	2049	bet_left	Nothing yet	1	0	0	1	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	37728	32614	32629	34678	34696	35712	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	32612
90	0.48	0.4	1	1	63	13	3000	8000	1000	2000	2000	0	0	0	1	1499	1516	2533	Not shocked this trial	No picture this trial	4549	blah_de_blah_de_blah	3	1482	bet_right	Nothing yet	0	1	0	2	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	44294	39746	39762	41244	41261	42278	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	39745
90	0.96	0.48	1	1	31	31	3000	8000	1000	2000	2000	0	0	0	2	2400	2417	3434	Not shocked this trial	No picture this trial	5450	blah_de_blah_de_blah	4	2383	bet_right	Nothing yet	1	1	0	5	31	1	0	0	3	31	Not fifth trial	blah	3333333	Not_first_trial	51760	46312	46327	48710	48727	49744	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	46310
90	0.96	0.78	1	1	11	2	3000	8000	1000	2000	2000	2000	2000	4000	1	1067	1084	2101	8149	6134	12165	8149	5	1050	bet_right	Nothing yet	1	1	0	3	2	2	0	0	3	2	0	blah	3333333	Not_first_trial	65941	53777	53793	54843	54860	55877	57892	59910	61925	61925	53776
90	0.24	0.72	1	0.2	40	7	3000	8000	1000	2000	2000	0	0	0	1	1733	1750	2767	Not shocked this trial	No picture this trial	4782	blah_de_blah_de_blah	6	1716	bet_right	Nothing yet	1	0	0	4	7	1	0	0	0	7	Not fifth trial	blah	3333333	Not_first_trial	72740	67959	67975	69691	69708	70725	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	67958
40	0.86	0.92	1	1	29	25	3000	8000	1000	2000	2000	0	0	0	1	2799	2817	3833	Not shocked this trial	No picture this trial	5849	blah_de_blah_de_blah	7	2782	bet_left	Nothing yet	1	1	0	3	29	2	0	0	0	29	Not fifth trial	blah	3333333	Not_first_trial	80606	74758	74774	77556	77574	78590	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	74757
90	0.88	0.48	1	1	54	132	3000	8000	1000	2000	2000	0	0	0	1	1666	1683	2700	Not shocked this trial	No picture this trial	4716	blah_de_blah_de_blah	8	1649	bet_right	Nothing yet	1	1	0	2	132	2	0	1	0	132	Not fifth trial	blah	3333333	Not_first_trial	87339	82624	82640	84289	84306	85323	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	82623
90	0.62	0.48	0.8	1	13	9	3000	8000	1000	2000	2000	0	0	0	1	1100	1117	2134	Not shocked this trial	No picture this trial	4149	blah_de_blah_de_blah	9	1083	bet_right	Nothing yet	0	1	0	1	0	2	0	1	1	0	Not fifth trial	blah	3333333	Not_first_trial	93504	89356	89372	90455	90472	91489	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	89355
90	0.36	0.66	1	0.02	45	21	3000	8000	1000	2000	2000	2000	2000	4000	1	1100	1117	2134	8182	6167	12215	8206	10	1083	bet_right	Nothing yet	1	1	2	2	21	3	0	1	1	21	29	blah	3333333	Not_first_trial	107736	95522	95538	96621	96638	97655	99670	101688	103703	103727	95521
90	0.3	0.5	1	0.8	39	42	3000	8000	1000	2000	2000	0	0	0	1	1166	1183	2200	Not shocked this trial	No picture this trial	4216	blah_de_blah_de_blah	11	1149	bet_right	Nothing yet	1	0	2	3	42	1	0	0	0	42	Not fifth trial	blah	3333333	Not_first_trial	113969	109754	109770	110919	110936	111953	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	109753
90	0.74	0.38	1	1	28	40	3000	8000	1000	2000	2000	0	0	0	2	1733	1750	2767	Not shocked this trial	No picture this trial	4783	blah_de_blah_de_blah	12	1716	bet_right	Nothing yet	0	1	2	2	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	120768	115987	116002	117718	117735	118752	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	115985
40	0.04	0.48	1	1	125	63	3000	8000	1000	2000	2000	0	0	0	2	1600	1617	2634	Not shocked this trial	No picture this trial	4650	blah_de_blah_de_blah	13	1583	bet_left	Nothing yet	1	1	2	2	125	1	0	1	1	125	Not fifth trial	blah	3333333	Not_first_trial	127434	122786	122801	124384	124401	125418	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	122784
40	0.8	0.68	1	1	19	48	3000	8000	1000	2000	2000	0	0	0	1	2100	2117	3134	Not shocked this trial	No picture this trial	5149	blah_de_blah_de_blah	14	2083	bet_left	Nothing yet	1	1	2	2	19	2	0	1	1	19	Not fifth trial	blah	3333333	Not_first_trial	134599	129451	129467	131550	131567	132584	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	129450
90	0.82	0.32	1	1	37	115	3000	8000	1000	2000	2000	2000	2000	4000	1	966	984	2000	8049	6033	12115	8109	15	949	bet_right	Nothing yet	1	1	5	5	115	2	0	2	1	115	115	blah	3333333	Not_first_trial	148731	136617	136633	137582	137600	138616	140632	142649	144665	144725	136616
90	0.42	0.26	0.4	1	33	60	3000	8000	1000	2000	2000	0	0	0	1	1333	1350	2367	Not shocked this trial	No picture this trial	4382	blah_de_blah_de_blah	16	1316	bet_right	Nothing yet	1	1	5	5	60	0	1	0	0	60	Not fifth trial	blah	3333333	Not_first_trial	155130	150749	150765	152081	152098	153115	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	150748
