Scenario - subjective stimulus intensity
Logfile written - 10/05/2017 13:53:17

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

vp12	1	Picture	present_text	-9833	0	1	235807	2	0	next	false_alarm	2
vp12	1	Response	3	225816	235649	1
vp12	2	Picture	VAS	225974	0	1	1166	2	0	next	other	0
vp12	3	Picture	VAS	227140	0	1	1167	2	0	next	other	0
vp12	4	Picture	VAS	228307	0	1	1166	2	0	next	other	0
vp12	5	Picture	VAS	229473	0	1	1167	2	0	next	other	0
vp12	6	Picture	VAS	230640	0	1	1166	2	0	next	other	0
vp12	7	Picture	VAS	231806	0	1	1167	2	0	next	other	0
vp12	8	Picture	VAS	232973	0	1	1166	2	0	next	other	0
vp12	9	Picture	VAS	234139	0	1	1167	2	0	next	other	0
vp12	10	Picture	VAS	235306	0	1	1166	3	0	next	other	0
vp12	11	Picture	VAS	236472	0	2	1167	3	0	next	other	0
vp12	12	Picture	VAS	237639	0	1	1166	3	0	next	other	0
vp12	13	Picture	VAS	238805	0	2	1167	3	0	next	other	0
vp12	14	Picture	VAS	239972	0	1	1167	2	0	next	other	0
vp12	15	Picture	VAS	241139	0	1	1166	2	0	next	other	0
vp12	16	Picture	VAS	242305	0	1	1167	2	0	next	other	0
vp12	17	Picture	VAS	243472	0	1	1166	2	0	next	other	0
vp12	18	Picture	VAS	244638	0	1	1167	2	0	next	other	0
vp12	19	Picture	VAS	245805	0	1	1166	2	0	next	other	0
vp12	20	Picture	VAS	246971	0	1	1167	2	0	next	other	0
vp12	21	Picture	VAS	248138	0	1	1166	2	0	next	other	0
vp12	22	Picture	VAS	249304	0	1	1167	2	0	next	other	0
vp12	23	Picture	VAS	250471	0	1	1166	3	0	next	other	0
vp12	24	Picture	VAS	251637	0	2	1167	3	0	next	other	0
vp12	25	Picture	VAS	252804	0	1	1166	3	0	next	other	0
vp12	26	Picture	VAS	253970	0	2	1167	3	0	next	other	0
vp12	27	Picture	VAS	255137	0	1	1167	2	0	next	other	0
vp12	28	Picture	VAS	256304	0	1	1166	2	0	next	other	0
vp12	29	Picture	VAS	257470	0	1	1167	2	0	next	other	0
vp12	30	Picture	VAS	258637	0	1	1166	2	0	next	other	0
vp12	31	Picture	VAS	259803	0	1	1167	2	0	next	other	0
vp12	32	Picture	VAS	260970	0	1	1166	2	0	next	other	0
vp12	33	Picture	VAS	262136	0	1	1167	2	0	next	other	0
vp12	34	Picture	VAS	263303	0	1	1166	2	0	next	other	0
vp12	35	Picture	VAS	264469	0	1	1167	2	0	next	other	0
vp12	36	Picture	VAS	265636	0	1	1166	3	0	next	other	0
vp12	37	Picture	VAS	266802	0	2	1167	3	0	next	other	0
vp12	38	Picture	VAS	267969	0	1	1167	2	0	next	other	0
vp12	39	Picture	VAS	269136	0	1	1166	2	0	next	other	0
vp12	40	Picture	VAS	270302	0	1	1167	2	0	next	other	0
