Scenario - subjective stimulus intensity
Logfile written - 08/21/2017 18:04:58

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

vp02	1	Picture	present_text	-9833	0	1	36828	2	0	next	false_alarm	2
vp02	1	Response	3	26854	36687	1
vp02	2	Picture	VAS	26995	0	1	1166	3	0	next	other	0
vp02	3	Picture	VAS	28161	0	2	1167	3	0	next	other	0
vp02	4	Picture	VAS	29328	0	1	1167	2	0	next	other	0
vp02	5	Picture	VAS	30495	0	1	1166	2	0	next	other	0
vp02	6	Picture	VAS	31661	0	1	1167	2	0	next	other	0
vp02	7	Picture	VAS	32828	0	1	1166	2	0	next	other	0
vp02	8	Picture	VAS	33994	0	1	1167	2	0	next	other	0
vp02	9	Picture	VAS	35161	0	1	1166	2	0	next	other	0
vp02	10	Picture	VAS	36327	0	1	1167	2	0	next	other	0
vp02	11	Picture	VAS	37494	0	1	1166	2	0	next	other	0
vp02	12	Picture	VAS	38660	0	1	1167	2	0	next	other	0
vp02	13	Picture	VAS	39827	0	1	1166	2	0	next	other	0
vp02	14	Picture	VAS	40993	0	1	1167	2	0	next	other	0
vp02	15	Picture	VAS	42160	0	1	1166	2	0	next	other	0
vp02	16	Picture	VAS	43326	0	1	1167	2	0	next	other	0
vp02	17	Picture	VAS	44493	0	1	1166	2	0	next	other	0
vp02	18	Picture	VAS	45659	0	1	1167	2	0	next	other	0
vp02	19	Picture	VAS	46826	0	1	1166	3	0	next	other	0
vp02	20	Picture	VAS	47992	0	2	1167	3	0	next	other	0
vp02	21	Picture	VAS	49159	0	1	1166	3	0	next	other	0
vp02	22	Picture	VAS	50325	0	2	1167	3	0	next	other	0
vp02	23	Picture	VAS	51492	0	1	1167	2	0	next	other	0
vp02	24	Picture	VAS	52659	0	1	1166	2	0	next	other	0
vp02	25	Picture	VAS	53825	0	1	1167	2	0	next	other	0
vp02	26	Picture	VAS	54992	0	1	1166	2	0	next	other	0
vp02	27	Picture	VAS	56158	0	1	1167	2	0	next	other	0
vp02	28	Picture	VAS	57325	0	1	1166	2	0	next	other	0
vp02	29	Picture	VAS	58491	0	1	1167	2	0	next	other	0
vp02	30	Picture	VAS	59658	0	1	1166	2	0	next	other	0
vp02	31	Picture	VAS	60824	0	1	1167	2	0	next	other	0
vp02	32	Picture	VAS	61991	0	1	1166	2	0	next	other	0
vp02	33	Picture	VAS	63157	0	1	1167	2	0	next	other	0
vp02	34	Picture	VAS	64324	0	1	1166	2	0	next	other	0
vp02	35	Picture	VAS	65490	0	1	1167	2	0	next	other	0
vp02	36	Picture	VAS	66657	0	1	1166	3	0	next	other	0
vp02	37	Picture	VAS	67823	0	2	1167	3	0	next	other	0
vp02	38	Picture	VAS	68990	0	1	1166	3	0	next	other	0
