,resp_r_1,prob_o_l,prob_o_r,mag_left,mag_right,info_amb,revealed_o_r,num_revealed,info_amb_sqrt,resp_amb_1,ambig_r,ambig_l,gain_or_loss_trial,mag_ambig,mag_unambig,prob_x_unambig,prob_x_ambig,prob_x_l,prob_x_r,revealed_o_ambig,revealed_x_ambig,revealed_ambi,prob_x_ambig_bayes,ambiguityLevel,MID
174,0.0,0.040000000000000036,0.68,0.63,0.94,0.02,0.0,1.0,0.1414213562373095,0.0,1,0.0,gain,0.94,0.63,0.96,0.31999999999999995,0.96,0.31999999999999995,0.0,1.0,0.1414213562373095,0.3333333333333333,1.0,S30
175,0.0,0.84,0.86,0.64,0.86,1.0,7.000000000000001,50.0,1.0,0.0,0,0.0,gain,0.86,0.64,0.16000000000000003,0.14,0.16000000000000003,0.14,7.000000000000001,43.0,1.0,0.15384615384615385,-1.6457513110645907,S30
176,1.0,0.68,0.07999999999999996,0.94,0.05,0.1,4.0,5.0,0.31622776601683794,1.0,1,0.0,gain,0.05,0.94,0.31999999999999995,0.92,0.31999999999999995,0.92,4.0,1.0,0.31622776601683794,0.7142857142857143,-1.0,S30
177,0.0,0.41999999999999993,0.36,0.25,0.22,1.0,32.0,50.0,1.0,0.0,0,0.0,gain,0.22,0.25,0.5800000000000001,0.64,0.5800000000000001,0.64,32.0,18.0,1.0,0.6346153846153846,-4.656854249492381,S30
178,1.0,0.06000000000000005,0.19999999999999996,0.08,0.17,0.8,33.0,40.0,0.8944271909999159,1.0,1,0.0,gain,0.17,0.08,0.94,0.8,0.94,0.8,33.0,7.0,0.8944271909999159,0.8095238095238095,-4.744562646538029,S30
179,0.0,0.58,0.84,0.77,1.33,0.04,1.0,2.0,0.2,0.0,1,0.0,gain,1.33,0.77,0.42000000000000004,0.16000000000000003,0.42000000000000004,0.16000000000000003,1.0,1.0,0.2,0.5,0.0,S30
180,0.0,0.88,0.48,0.42,1.15,1.0,26.0,50.0,1.0,0.0,0,0.0,gain,1.15,0.42,0.12,0.52,0.12,0.52,26.0,24.0,1.0,0.5192307692307693,-4.0990195135927845,S30
181,1.0,0.62,0.45999999999999996,0.17,0.07,0.08,3.0,4.0,0.282842712474619,1.0,1,0.0,gain,0.07,0.17,0.38,0.54,0.38,0.54,3.0,1.0,0.282842712474619,0.6666666666666666,-0.7320508075688772,S30
182,1.0,0.36,0.12,0.81,0.67,0.2,9.0,10.0,0.4472135954999579,1.0,1,0.0,gain,0.67,0.81,0.64,0.88,0.64,0.88,9.0,1.0,0.4472135954999579,0.8333333333333334,-2.0,S30
183,0.0,0.72,0.82,0.32,0.28,1.0,9.000000000000002,50.0,1.0,0.0,0,0.0,gain,0.28,0.32,0.28,0.18000000000000005,0.28,0.18000000000000005,9.000000000000002,41.0,1.0,0.19230769230769235,-2.0000000000000004,S30
184,1.0,0.040000000000000036,0.24,0.64,0.67,1.0,38.0,50.0,1.0,1.0,0,0.0,gain,0.67,0.64,0.96,0.76,0.96,0.76,38.0,12.0,1.0,0.75,-5.164414002968976,S30
185,0.0,0.21999999999999997,0.16000000000000003,0.49,0.4,0.06,3.0,3.0,0.2449489742783178,0.0,1,0.0,gain,0.4,0.49,0.78,0.84,0.78,0.84,3.0,0.0,0.2449489742783178,0.8,-0.7320508075688772,S30
186,0.0,0.64,0.32000000000000006,0.14,0.22,0.1,2.0,5.0,0.31622776601683794,0.0,1,0.0,gain,0.22,0.14,0.36,0.6799999999999999,0.36,0.6799999999999999,2.0,3.0,0.31622776601683794,0.42857142857142855,-0.41421356237309515,S30
187,0.0,0.9,0.32000000000000006,0.55,0.15,1.0,34.0,50.0,1.0,0.0,0,0.0,gain,0.15,0.55,0.09999999999999998,0.6799999999999999,0.09999999999999998,0.6799999999999999,34.0,16.0,1.0,0.6730769230769231,-4.830951894845301,S30
188,0.0,0.07999999999999996,0.72,0.16,0.54,0.06,1.0,3.0,0.2449489742783178,0.0,1,0.0,gain,0.54,0.16,0.92,0.28,0.92,0.28,1.0,2.0,0.2449489742783178,0.4,0.0,S30
189,0.0,0.19999999999999996,0.26,0.25,0.31,1.0,37.0,50.0,1.0,0.0,0,0.0,gain,0.31,0.25,0.8,0.74,0.8,0.74,37.0,13.0,1.0,0.7307692307692307,-5.082762530298219,S30
190,0.0,0.56,0.76,1.36,1.25,1.0,12.0,50.0,1.0,0.0,0,0.0,gain,1.25,1.36,0.43999999999999995,0.24,0.43999999999999995,0.24,12.0,38.0,1.0,0.25,-2.4641016151377544,S30
191,1.0,0.12,0.52,0.34,0.1,0.08,0.0,4.0,0.282842712474619,1.0,1,0.0,gain,0.1,0.34,0.88,0.48,0.88,0.48,0.0,4.0,0.282842712474619,0.16666666666666666,1.0,S30
192,1.0,0.36,0.24,0.23,0.07,0.4,14.0,20.0,0.6324555320336759,1.0,1,0.0,gain,0.07,0.23,0.64,0.76,0.64,0.76,14.0,6.0,0.6324555320336759,0.6818181818181818,-2.7416573867739413,S30
193,0.0,0.58,0.09999999999999998,0.11,0.15,0.02,1.0,1.0,0.1414213562373095,0.0,1,0.0,gain,0.15,0.11,0.42000000000000004,0.9,0.42000000000000004,0.9,1.0,0.0,0.1414213562373095,0.6666666666666666,0.0,S30
194,0.0,0.6,0.52,0.13,0.1,0.4,9.0,20.0,0.6324555320336759,0.0,1,0.0,gain,0.1,0.13,0.4,0.48,0.4,0.48,9.0,11.0,0.6324555320336759,0.45454545454545453,-2.0,S30
195,0.0,0.4,0.56,0.25,0.43,1.0,21.999999999999996,50.0,1.0,0.0,0,0.0,gain,0.43,0.25,0.6,0.43999999999999995,0.6,0.43999999999999995,21.999999999999996,28.000000000000004,1.0,0.44230769230769224,-3.690415759823429,S30
196,0.0,0.52,0.8,0.08,0.1,1.0,9.999999999999998,50.0,1.0,0.0,0,0.0,gain,0.1,0.08,0.48,0.19999999999999996,0.48,0.19999999999999996,9.999999999999998,40.0,1.0,0.2115384615384615,-2.162277660168379,S30
197,0.0,0.3400000000000001,0.41999999999999993,0.45,0.5,0.08,2.0,4.0,0.282842712474619,0.0,1,0.0,gain,0.5,0.45,0.6599999999999999,0.5800000000000001,0.6599999999999999,0.5800000000000001,2.0,2.0,0.282842712474619,0.5,-0.41421356237309515,S30
198,0.0,0.24,0.16000000000000003,0.86,0.78,0.1,5.0,5.0,0.31622776601683794,0.0,1,0.0,gain,0.78,0.86,0.76,0.84,0.76,0.84,5.0,0.0,0.31622776601683794,0.8571428571428571,-1.2360679774997898,S30
199,1.0,0.84,0.38,0.23,0.07,0.2,8.0,10.0,0.4472135954999579,1.0,1,0.0,gain,0.07,0.23,0.16000000000000003,0.62,0.16000000000000003,0.62,8.0,2.0,0.4472135954999579,0.75,-1.8284271247461903,S30
