Scenario - subjective stimulus intensity
Logfile written - 10/25/2017 17:48:17

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

vp16	1	Picture	present_text	10166	0	1	9666	1	0	next	false_alarm	2
vp16	1	Response	3	19630	9464	0
vp16	2	Picture	VAS	19832	0	1	1167	1	0	next	other	0
vp16	3	Picture	VAS	20999	0	1	1167	1	0	next	other	0
vp16	4	Picture	VAS	22165	0	1	1167	1	0	next	other	0
vp16	5	Picture	VAS	23332	0	1	1167	1	0	next	other	0
vp16	6	Picture	VAS	24498	0	1	1167	1	0	next	other	0
vp16	7	Picture	VAS	25665	0	1	1167	1	0	next	other	0
vp16	8	Picture	VAS	26832	0	1	1166	1	0	next	other	0
vp16	9	Picture	VAS	27998	0	1	1167	1	0	next	other	0
vp16	10	Picture	VAS	29165	0	1	1167	1	0	next	other	0
vp16	11	Picture	VAS	30332	0	1	1167	1	0	next	other	0
vp16	11	Response	2	31479	1147	1
vp16	12	Picture	VAS	31498	0	1	1167	1	0	next	other	0
vp16	13	Picture	VAS	32665	0	1	1167	1	0	next	other	0
vp16	14	Picture	VAS	33831	0	1	1167	1	0	next	other	0
vp16	15	Picture	VAS	34998	0	1	1167	1	0	next	other	0
vp16	16	Picture	VAS	36164	0	1	1167	1	0	next	false_alarm	19
vp16	16	Response	2	37148	984	0
vp16	17	Picture	VAS	37331	0	1	1167	1	0	next	other	0
vp16	18	Picture	VAS	38498	0	1	1167	1	0	next	false_alarm	22
vp16	18	Response	2	38820	323	0
vp16	19	Picture	VAS	39664	0	1	1167	1	0	next	false_alarm	24
vp16	19	Response	2	40351	687	0
vp16	20	Picture	VAS	40831	0	1	1167	1	0	next	other	0
vp16	21	Picture	VAS	41997	0	1	1167	1	0	next	other	0
vp16	22	Picture	VAS	43164	0	1	1167	1	0	next	false_alarm	28
vp16	22	Response	1	43876	712	0
vp16	23	Picture	VAS	44331	0	1	1167	1	0	next	other	0
vp16	24	Picture	VAS	45497	0	1	1166	1	0	next	other	0
vp16	25	Picture	VAS	46664	0	1	1167	1	0	next	other	0
vp16	26	Picture	VAS	47830	0	1	1167	1	0	next	other	0
vp16	27	Picture	VAS	48997	0	1	1167	1	0	next	other	0
vp16	28	Picture	VAS	50164	0	1	1167	1	0	next	other	0
vp16	29	Picture	VAS	51330	0	1	1166	1	0	next	other	0
vp16	30	Picture	VAS	52497	0	1	1167	1	0	next	other	0
vp16	31	Picture	VAS	53663	0	1	1167	1	0	next	other	0
vp16	32	Picture	VAS	54830	0	1	1167	1	0	next	other	0
vp16	33	Picture	VAS	55997	0	1	1166	1	0	next	other	0
vp16	34	Picture	VAS	57163	0	1	1167	1	0	next	other	0
vp16	35	Picture	VAS	58330	0	1	1167	1	0	next	other	0
vp16	36	Picture	VAS	59496	0	1	1167	1	0	next	other	0
vp16	37	Picture	VAS	60663	0	1	1167	1	0	next	other	0
vp16	38	Picture	VAS	61829	0	1	1167	1	0	next	other	0
vp16	39	Picture	VAS	62996	0	1	1167	1	0	next	other	0
vp16	40	Picture	VAS	64163	0	1	1167	1	0	next	other	0
vp16	41	Picture	VAS	65329	0	1	1167	1	0	next	other	0
vp16	42	Picture	VAS	66496	0	1	1167	1	0	next	other	0
vp16	43	Picture	VAS	67662	0	1	1167	1	0	next	other	0
vp16	44	Picture	VAS	68829	0	1	1167	1	0	next	other	0
vp16	45	Picture	VAS	69996	0	1	1167	1	0	next	other	0
vp16	46	Picture	VAS	71162	0	1	1167	1	0	next	other	0
vp16	47	Picture	VAS	72329	0	1	1167	1	0	next	other	0
vp16	48	Picture	VAS	73495	0	1	1167	1	0	next	other	0
vp16	49	Picture	VAS	74662	0	1	1167	1	0	next	other	0
vp16	50	Picture	VAS	75829	0	1	1166	1	0	next	other	0
vp16	51	Picture	VAS	76995	0	1	1167	1	0	next	other	0
vp16	52	Picture	VAS	78162	0	1	1167	1	0	next	other	0
vp16	53	Picture	VAS	79328	0	1	1167	1	0	next	other	0
vp16	54	Picture	VAS	80495	0	1	1167	1	0	next	other	0
vp16	55	Picture	VAS	81662	0	1	1167	1	0	next	other	0
vp16	56	Picture	VAS	82828	0	1	1167	1	0	next	other	0
vp16	57	Picture	VAS	83995	0	1	1167	1	0	next	other	0
vp16	58	Picture	VAS	85161	0	1	1167	1	0	next	other	0
vp16	59	Picture	VAS	86328	0	1	1167	1	0	next	other	0
vp16	60	Picture	VAS	87494	0	1	1167	1	0	next	other	0
vp16	61	Picture	VAS	88661	0	1	1167	1	0	next	other	0
vp16	62	Picture	VAS	89828	0	1	1167	1	0	next	other	0
vp16	63	Picture	VAS	90994	0	1	1167	1	0	next	other	0
vp16	64	Picture	VAS	92161	0	1	1167	1	0	next	other	0
vp16	65	Picture	VAS	93328	0	1	1167	1	0	next	other	0
vp16	66	Picture	VAS	94494	0	1	1167	1	0	next	other	0
vp16	67	Picture	VAS	95661	0	1	1167	1	0	next	other	0
vp16	68	Picture	VAS	96827	0	1	1167	1	0	next	other	0
vp16	69	Picture	VAS	97994	0	1	1167	1	0	next	other	0
vp16	70	Picture	VAS	99161	0	1	1167	1	0	next	other	0
vp16	71	Picture	VAS	100327	0	1	1166	1	0	next	other	0
vp16	72	Picture	VAS	101494	0	1	1167	1	0	next	other	0
vp16	73	Picture	VAS	102660	0	1	1167	1	0	next	other	0
vp16	74	Picture	VAS	103827	0	1	1167	1	0	next	other	0
vp16	75	Picture	VAS	104993	0	1	1167	1	0	next	other	0
vp16	76	Picture	VAS	106160	0	1	1167	1	0	next	other	0
vp16	77	Picture	VAS	107327	0	1	1167	1	0	next	other	0
vp16	78	Picture	VAS	108493	0	1	1167	1	0	next	other	0
vp16	79	Picture	VAS	109660	0	1	1167	1	0	next	other	0
vp16	80	Picture	VAS	110826	0	1	1167	1	0	next	other	0
vp16	81	Picture	VAS	111993	0	1	1167	1	0	next	other	0
vp16	82	Picture	VAS	113160	0	1	1167	1	0	next	other	0
vp16	83	Picture	VAS	114326	0	1	1167	1	0	next	other	0
vp16	84	Picture	VAS	115493	0	1	1167	1	0	next	other	0
vp16	85	Picture	VAS	116659	0	1	1167	1	0	next	other	0
vp16	86	Picture	VAS	117826	0	1	1167	1	0	next	other	0
vp16	87	Picture	VAS	118993	0	1	1167	1	0	next	other	0
vp16	88	Picture	VAS	120159	0	1	1166	1	0	next	other	0
vp16	89	Picture	VAS	121326	0	1	1167	1	0	next	other	0
vp16	90	Picture	VAS	122492	0	1	1167	1	0	next	other	0
vp16	91	Picture	VAS	123659	0	1	1167	1	0	next	other	0
vp16	92	Picture	VAS	124825	0	1	1167	1	0	next	other	0
vp16	93	Picture	VAS	125992	0	1	1167	1	0	next	other	0
vp16	94	Picture	VAS	127159	0	1	1167	1	0	next	other	0
vp16	95	Picture	VAS	128325	0	1	1167	1	0	next	other	0
vp16	96	Picture	VAS	129492	0	1	1167	1	0	next	other	0
vp16	97	Picture	VAS	130658	0	1	1167	1	0	next	other	0
vp16	98	Picture	VAS	131825	0	1	1167	1	0	next	other	0
vp16	99	Picture	VAS	132992	0	1	1167	1	0	next	other	0
vp16	100	Picture	VAS	134158	0	1	1167	1	0	next	other	0
vp16	101	Picture	VAS	135325	0	1	1167	1	0	next	other	0
vp16	102	Picture	VAS	136491	0	1	1167	1	0	next	other	0
vp16	103	Picture	VAS	137658	0	1	1167	1	0	next	other	0
vp16	104	Picture	VAS	138825	0	1	1167	1	0	next	other	0
vp16	105	Picture	VAS	139991	0	1	1166	1	0	next	other	0
vp16	106	Picture	VAS	141158	0	1	1166	1	0	next	other	0
vp16	107	Picture	VAS	142324	0	1	1167	1	0	next	other	0
vp16	108	Picture	VAS	143491	0	1	1167	1	0	next	other	0
vp16	109	Picture	VAS	144658	0	1	1167	1	0	next	other	0
vp16	110	Picture	VAS	145824	0	1	1166	1	0	next	other	0
vp16	111	Picture	VAS	146991	0	1	1167	1	0	next	other	0
vp16	112	Picture	VAS	148157	0	1	1167	1	0	next	other	0
vp16	113	Picture	VAS	149324	0	1	1167	1	0	next	other	0
vp16	114	Picture	VAS	150490	0	1	1167	1	0	next	other	0
vp16	115	Picture	VAS	151657	0	1	1167	1	0	next	other	0
vp16	116	Picture	VAS	152824	0	1	1167	1	0	next	other	0
vp16	117	Picture	VAS	153990	0	1	1167	1	0	next	other	0
vp16	118	Picture	VAS	155157	0	1	1167	1	0	next	other	0
vp16	119	Picture	VAS	156323	0	1	1167	1	0	next	other	0
vp16	120	Picture	VAS	157490	0	1	1167	1	0	next	other	0
vp16	121	Picture	VAS	158657	0	1	1167	1	0	next	other	0
vp16	122	Picture	VAS	159823	0	1	1167	1	0	next	other	0
vp16	123	Picture	VAS	160990	0	1	1167	1	0	next	other	0
vp16	124	Picture	VAS	162156	0	1	1167	1	0	next	other	0
vp16	125	Picture	VAS	163323	0	1	1167	1	0	next	other	0
vp16	126	Picture	VAS	164490	0	1	1167	1	0	next	other	0
vp16	127	Picture	VAS	165656	0	1	1167	1	0	next	other	0
vp16	128	Picture	VAS	166823	0	1	1167	1	0	next	other	0
vp16	129	Picture	VAS	167989	0	1	1164	3	0	next	other	0
vp16	130	Picture	VAS	169154	0	3	1169	3	0	next	other	0
vp16	131	Picture	VAS	170323	0	1	1167	1	0	next	other	0
vp16	132	Picture	VAS	171489	0	1	1167	1	0	next	other	0
vp16	133	Picture	VAS	172656	0	1	1167	1	0	next	other	0
vp16	134	Picture	VAS	173822	0	1	1167	1	0	next	other	0
vp16	135	Picture	VAS	174989	0	1	1167	1	0	next	other	0
vp16	136	Picture	VAS	176155	0	1	1167	1	0	next	other	0
vp16	137	Picture	VAS	177322	0	1	1167	1	0	next	other	0
vp16	138	Picture	VAS	178489	0	1	1167	1	0	next	other	0
vp16	139	Picture	VAS	179655	0	1	1167	1	0	next	other	0
vp16	140	Picture	VAS	180822	0	1	1167	1	0	next	other	0
vp16	141	Picture	VAS	181989	0	1	1167	1	0	next	other	0
vp16	142	Picture	VAS	183155	0	1	1167	1	0	next	other	0
vp16	143	Picture	VAS	184322	0	1	1167	1	0	next	other	0
vp16	144	Picture	VAS	185488	0	1	1167	1	0	next	other	0
vp16	145	Picture	VAS	186655	0	1	1167	1	0	next	other	0
vp16	146	Picture	VAS	187821	0	1	1167	1	0	next	other	0
vp16	147	Picture	VAS	188988	0	1	1167	1	0	next	other	0
vp16	148	Picture	VAS	190155	0	1	1167	1	0	next	other	0
vp16	149	Picture	VAS	191321	0	1	1167	1	0	next	other	0
vp16	150	Picture	VAS	192488	0	1	1167	1	0	next	other	0
vp16	151	Picture	VAS	193654	0	1	1167	1	0	next	other	0
vp16	152	Picture	VAS	194821	0	1	1166	1	0	next	other	0
vp16	153	Picture	VAS	195987	0	1	1167	1	0	next	other	0
vp16	154	Picture	VAS	197154	0	1	1167	1	0	next	other	0
vp16	155	Picture	VAS	198321	0	1	1167	1	0	next	other	0
vp16	156	Picture	VAS	199487	0	1	1167	1	0	next	other	0
vp16	157	Picture	VAS	200654	0	1	1167	1	0	next	other	0
vp16	158	Picture	VAS	201821	0	1	1167	1	0	next	other	0
vp16	159	Picture	VAS	202987	0	1	1167	1	0	next	other	0
vp16	160	Picture	VAS	204154	0	1	1167	1	0	next	other	0
vp16	161	Picture	VAS	205320	0	1	1167	1	0	next	other	0
vp16	162	Picture	VAS	206487	0	1	1167	1	0	next	other	0
vp16	163	Picture	VAS	207654	0	1	1167	1	0	next	other	0
vp16	164	Picture	VAS	208820	0	1	1167	1	0	next	other	0
vp16	165	Picture	VAS	209987	0	1	1167	1	0	next	other	0
vp16	166	Picture	VAS	211153	0	1	1167	1	0	next	other	0
vp16	167	Picture	VAS	212320	0	1	1167	1	0	next	other	0
vp16	168	Picture	VAS	213486	0	1	1167	1	0	next	other	0
vp16	169	Picture	VAS	214653	0	1	1167	1	0	next	other	0
vp16	170	Picture	VAS	215820	0	1	1166	1	0	next	other	0
vp16	171	Picture	VAS	216986	0	1	1167	1	0	next	other	0
vp16	172	Picture	VAS	218153	0	1	1167	1	0	next	other	0
vp16	173	Picture	VAS	219320	0	1	1166	1	0	next	other	0
vp16	174	Picture	VAS	220486	0	1	1167	1	0	next	other	0
vp16	175	Picture	VAS	221653	0	1	1167	1	0	next	other	0
vp16	176	Picture	VAS	222819	0	1	1167	1	0	next	other	0
vp16	177	Picture	VAS	223986	0	1	1167	1	0	next	other	0
vp16	178	Picture	VAS	225152	0	1	1167	1	0	next	other	0
vp16	179	Picture	VAS	226319	0	1	1166	1	0	next	other	0
vp16	180	Picture	VAS	227486	0	1	1167	1	0	next	other	0
vp16	181	Picture	VAS	228652	0	1	1167	1	0	next	other	0
vp16	182	Picture	VAS	229819	0	1	1167	1	0	next	other	0
vp16	183	Picture	VAS	230985	0	1	1167	1	0	next	other	0
vp16	184	Picture	VAS	232152	0	1	1167	1	0	next	other	0
vp16	185	Picture	VAS	233319	0	1	1167	1	0	next	other	0
vp16	186	Picture	VAS	234485	0	1	1167	1	0	next	other	0
